gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant
CSDE1	16490.578202602726	-0.34436522891776783	0.1263489538605194	-2.725509142702705	0.0064202398318524544	0.022974753584332475	P-Adj < 0.05
NCL	21260.232500391117	0.6146649797856545	0.19867650945074175	3.093797960740042	0.0019761200948582394	0.009072317304063944	P-Adj < 0.05
HNRNPK	17109.505650995703	-0.4142794553847629	0.10688048725791835	-3.876099988064665	1.0614408025850806e-4	8.016157226884873e-4	P-Adj < 0.05
CLTC	23519.943072469076	-0.5457390846319652	0.1898229421053212	-2.874990128059272	0.004040401305413623	0.016041427414169758	P-Adj < 0.05
RPL22	8183.921158584813	-0.32608359188266123	0.13415168480313783	-2.4307081372938084	0.015069348013987566	0.04395821660004429	P-Adj < 0.05
RPS13	5945.975520865197	-0.6510286081898129	0.23141825841486519	-2.8132119420876	0.0049049310534625455	0.018635710267939486	P-Adj < 0.05
RPL35A	6840.957666968154	-0.6891657331564494	0.219225742851838	-3.1436350685430985	0.001668633889775866	0.00781022174263913	P-Adj < 0.05
SFPQ	16933.580630275854	0.5852275060591349	0.12451931183651409	4.699893513927392	2.602971842699136e-6	3.683055561336364e-5	P-Adj < 0.05
HSPA1A	29695.356282823504	2.032519688893565	0.3821459488138562	5.318700080956787	1.0451124826685647e-7	2.8589632581444513e-6	P-Adj < 0.05
HNRNPH1	11173.241318463894	0.47435195818866055	0.10134142685463729	4.680730999269078	2.858538161937597e-6	3.9537758172417776e-5	P-Adj < 0.05
ILF3	16503.57690054368	0.4322297134611647	0.14567872833477358	2.96700635982962	0.0030071473873206464	0.012548469267090561	P-Adj < 0.05
EIF3L	7667.169860769894	-0.49061903463837797	0.18678187527512766	-2.626695089744128	0.008621855316974982	0.028607827210771437	P-Adj < 0.05
PRKDC	19730.22302328666	-0.34350133714578257	0.1149937147157225	-2.9871314097031894	0.0028160864650411312	0.011791164756685825	P-Adj < 0.05
BTF3	6575.1911355839375	-0.37323176573800343	0.12430943721925104	-3.002441118607231	0.0026782377852853905	0.011447606644744151	P-Adj < 0.05
NUMA1	29122.67262907664	0.9123983188171731	0.17511153854071948	5.210383772654759	1.8845040783177046e-7	4.935796851934243e-6	P-Adj < 0.05
HSPA1B	25317.76266311964	2.3344851041402173	0.4354974425826897	5.360502441290362	8.299080539682376e-8	2.37585305682535e-6	P-Adj < 0.05
XRCC5	10509.257327665802	-0.528784467015909	0.12610496195828305	-4.193209044310539	2.750357737469371e-5	2.686090117942478e-4	P-Adj < 0.05
CAPRIN1	12913.01052519308	-0.42458201928992817	0.10402414261903756	-4.081571917827324	4.473213138748075e-5	3.933232409856343e-4	P-Adj < 0.05
CIRBP	14573.24020395662	0.5529516289344962	0.1734776403634257	3.187451868587181	0.0014353234444523524	0.0068219427031692885	P-Adj < 0.05
SF1	12558.215893856393	0.39872267953538437	0.10285255520938183	3.8766434020398006	1.0590740079420361e-4	8.016157226884873e-4	P-Adj < 0.05
KPNB1	12468.245471335049	-0.2798411518649117	0.0923566905914535	-3.030004107691659	0.0024455041267368366	0.010675232553237752	P-Adj < 0.05
RPS21	5185.335175787419	-0.5667291896554442	0.2206535547541381	-2.5684117814776144	0.010216571296333462	0.032330589372201776	P-Adj < 0.05
PRDX1	6467.464616156693	-0.5091423434706536	0.18999205827677376	-2.6798085566763685	0.007366427678862388	0.02551253830603037	P-Adj < 0.05
EIF3A	13548.277690255398	0.6989669708634346	0.16675828457325081	4.1914977276970244	2.7711896423939455e-5	2.686090117942478e-4	P-Adj < 0.05
RBM39	8905.490940705773	0.7758184252303907	0.13250798738496153	5.854880453179678	4.773532577390082e-9	2.1763772602841448e-7	P-Adj < 0.05
PPP2R1A	10878.879134304956	-0.4301235351887923	0.13375394627801213	-3.215782017337761	0.0013008960439655445	0.00630473633906136	P-Adj < 0.05
SYNE1	35667.952282400045	0.8092735926646208	0.29826929131051405	2.7132313524764586	0.006663057003071483	0.02369104234037171	P-Adj < 0.05
RAN	6004.8817159007	-0.42219004014046846	0.12982306504749186	-3.25204184623143	0.001145791514514895	0.005757017772929943	P-Adj < 0.05
EWSR1	9428.875606403524	0.43692148300399203	0.10181158256769393	4.291471284354955	1.7749315872295628e-5	1.9265594792455994e-4	P-Adj < 0.05
SEC61A1	11664.74422124671	-0.458392853904392	0.17362699652952376	-2.6401012691966153	0.00828812569951396	0.027724681348102402	P-Adj < 0.05
DHX9	7796.596226032663	-0.49470493341586846	0.120717959269603	-4.098022667124692	4.166944838379438e-5	3.771697864739035e-4	P-Adj < 0.05
DDX6	12267.068992853707	-0.6476132816545707	0.167890649889868	-3.8573516874190945	1.1462218569936814e-4	8.449096442869591e-4	P-Adj < 0.05
XRCC6	6792.879564050597	-0.3978149585181127	0.11965950928390665	-3.3245578299527256	8.855886492395808e-4	0.004599829650691663	P-Adj < 0.05
FLNB	10750.726478999926	0.5798305107039138	0.16354104594942132	3.545473904350833	3.919077905263072e-4	0.002319415817970597	P-Adj < 0.05
DDX1	3232.7984731424986	-0.4173157502001954	0.11330883715429527	-3.682993848325589	2.3051072427685639e-4	0.0014934668504463695	P-Adj < 0.05
CCT3	7576.103973076696	-0.5918489763376573	0.15253770691902263	-3.880017526760455	1.0444893808777689e-4	7.986126881121327e-4	P-Adj < 0.05
BZW1	6157.226086241232	-0.7106297979445054	0.21973266868676325	-3.234065294849413	0.0012204155053248374	0.006057788254253528	P-Adj < 0.05
SF3B2	12061.168793905916	0.44961503213555587	0.14032819094890142	3.204025000929977	0.0013552070797208163	0.006516640293501269	P-Adj < 0.05
CHD3	10603.007707431743	0.7192592558025241	0.23224191450134257	3.0970260357475916	0.00195472704878064	0.009012243434640329	P-Adj < 0.05
EIF5A	7699.765989129354	-0.3718084939368234	0.1335180501009111	-2.784705840564745	0.005357630310732475	0.01998558458336872	P-Adj < 0.05
GDI2	6179.572547417296	-0.5858647924296703	0.14980464080390718	-3.910858764359387	9.1968541881054e-5	7.120331764501728e-4	P-Adj < 0.05
SUMO2	4551.234601433778	-0.47749288890022007	0.11280683876410523	-4.232836361089101	2.3076241255417368e-5	2.347673800447833e-4	P-Adj < 0.05
LUC7L3	8900.417997147548	1.506578278273424	0.19585081315482686	7.692479055894558	1.4431111028414164e-14	4.441174418994459e-12	P-Adj < 0.05
IPO5	6790.397990154831	-0.5433300523441178	0.15471081813883406	-3.5119073047402893	4.4490314586110354e-4	0.002571247758474265	P-Adj < 0.05
SRSF5	7636.248139197601	0.962287798000423	0.19587970391516907	4.912646786607189	8.985506541239189e-7	1.6242196289055083e-5	P-Adj < 0.05
SRP14	4292.051179898337	-0.6929454829063534	0.13894390201814	-4.987232061583279	6.125047794021096e-7	1.1968148943555507e-5	P-Adj < 0.05
SRSF2	5582.414318854967	0.40912188592930704	0.1606139999646352	2.547236766529627	0.01085797361815407	0.03366792323412509	P-Adj < 0.05
HNRNPM	7051.996124993324	0.2870120550238605	0.11613787945019413	2.4713044218010367	0.013462116560001253	0.03964561120899891	P-Adj < 0.05
HNRNPA0	6632.361367808328	-0.3366567760406363	0.11411600687208233	-2.9501275523775536	0.0031764276293718926	0.013121417489116776	P-Adj < 0.05
SF3B3	8964.724788134894	-0.2595491388671368	0.09619500503412169	-2.6981560921491834	0.006972473894284514	0.0243838504655234	P-Adj < 0.05
ILF2	4230.730044070506	-0.4799527675183539	0.14774940391082364	-3.2484243916681828	0.0011604604510424938	0.00578350937341421	P-Adj < 0.05
SLC25A5	4174.632163283005	-0.7098359567601453	0.18511423445214775	-3.834583325593142	1.257773292643776e-4	8.949820365575077e-4	P-Adj < 0.05
SERPINH1	6725.536984591709	0.9389210709085566	0.39050419536560366	2.404381520227986	0.0161998565073315	0.046922407907117825	P-Adj < 0.05
CHD2	11386.765270627839	0.6547852419369268	0.13112632371657557	4.993545333828008	5.928086261814508e-7	1.196307243982567e-5	P-Adj < 0.05
SMG1	10861.561709716489	0.4330471563364092	0.11697456660961575	3.7020624986082327	2.1385391958188694e-4	0.0014086596280709805	P-Adj < 0.05
CS	6031.1654359235035	-0.4917693177916505	0.14405663944174316	-3.413721989471531	6.408192949300135e-4	0.00352164532169128	P-Adj < 0.05
DDX24	7415.948572688981	0.42032515439117035	0.16729043001261537	2.5125475160741333	0.011986296229990104	0.036343273556097545	P-Adj < 0.05
SRSF11	5168.559901442783	0.6000053865997984	0.1293572678514061	4.638358528791982	3.511871946428382e-6	4.7506751275311413e-5	P-Adj < 0.05
ACTN1	14897.275015754882	0.9237675900732331	0.3240175341651199	2.8509802485024758	0.0043584676772184736	0.016925153661375206	P-Adj < 0.05
TNPO1	7249.355210688126	-0.6963861120396465	0.20526080518747866	-3.392689176112262	6.92101232848838e-4	0.0037532009587529494	P-Adj < 0.05
ACIN1	10590.739178024904	1.0469163834590518	0.1657458354525453	6.316396310052657	2.6773293893462604e-10	2.0598702989282793e-8	P-Adj < 0.05
GOLGB1	11684.722986274579	0.5108325729908896	0.16690654887306858	3.0605903509476713	0.0022090110019902798	0.009852509215398675	P-Adj < 0.05
HNRNPH3	4267.126240914299	0.346948683738422	0.11072764547509305	3.1333519488271273	0.0017282207959744137	0.008058484090320088	P-Adj < 0.05
WDR6	9827.373224458894	0.3252934505403949	0.12740139818565235	2.5532957657683593	0.010670883956609365	0.0335096260998911	P-Adj < 0.05
SSR1	7829.705748281269	-0.784057989421935	0.20990680999571848	-3.735267042731618	1.8751609632656056e-4	0.0012683094207582202	P-Adj < 0.05
MYO18A	10388.799558391303	0.8296736437270258	0.21535830546735335	3.8525268014462433	1.1690517614734167e-4	8.515400700436544e-4	P-Adj < 0.05
CCT4	4087.8900765500002	-0.45479330663457845	0.13871062091149888	-3.278720141587059	0.0010427899414433325	0.0053264498668744486	P-Adj < 0.05
PUM2	6219.6828702706525	-0.4082257165831347	0.16902424096473337	-2.4151903552598135	0.015726988142172393	0.04566019434673164	P-Adj < 0.05
APEX1	3974.729678521716	-0.2809939822128018	0.10872007797865015	-2.584563839882288	0.009750225228806387	0.03125658139755381	P-Adj < 0.05
MAPRE1	6195.390512862519	-0.36540119344215194	0.14237327283358106	-2.566501325492927	0.010273023264108418	0.03242587599517298	P-Adj < 0.05
CCT6A	4142.662472254903	-0.32000431216612857	0.1113434250354246	-2.874029715399155	0.004052708306910475	0.016041427414169758	P-Adj < 0.05
PPP2CA	4264.268957004995	-0.49663666215045	0.16793887063674356	-2.9572466473511594	0.0031039971567978	0.012865388888949803	P-Adj < 0.05
SRRM1	6023.562458645278	0.6210625157234779	0.16191332171558107	3.8357715668043917	1.2517071007444894e-4	8.949820365575077e-4	P-Adj < 0.05
RNPS1	5782.942237472556	0.2913242377881424	0.10974702567453476	2.654506908024024	0.00794244133297846	0.026786699399716396	P-Adj < 0.05
YLPM1	11076.289714700559	0.5615085992617815	0.13660300272179285	4.110514323066207	3.947787900126326e-5	3.626661869444408e-4	P-Adj < 0.05
SUPT6H	10162.305594290494	0.4296672807717696	0.12008601649831147	3.5779959507426176	3.4623881433073887e-4	0.002109999903173958	P-Adj < 0.05
ZFR	6915.55731795057	-0.49216289259295765	0.12475846915552188	-3.944925710650035	7.98247221772902e-5	6.380794350665211e-4	P-Adj < 0.05
SCG3	12906.911074110603	-1.7262346559305783	0.5595861219170866	-3.0848417934609773	0.0020366045387627167	0.0092511446022764	P-Adj < 0.05
SNRNP70	14604.083027557725	1.5021598946736388	0.2467975878538197	6.086606873821558	1.1532868347408864e-9	6.453164061663778e-8	P-Adj < 0.05
ANP32B	5019.549682943279	0.6291324089597864	0.22647684105324764	2.777910562660441	0.005470967479971472	0.02022450741094559	P-Adj < 0.05
RBM25	6405.033960657579	1.2340030588326527	0.1576380279584975	7.828079777536533	4.95377579438857e-15	2.032699334297443e-12	P-Adj < 0.05
G3BP2	4684.534161120537	-0.5446759850194371	0.14730230803503508	-3.6976744783244593	2.175836608101363e-4	0.0014246603814016606	P-Adj < 0.05
SUPT5H	8558.992218062685	0.4413404282585479	0.14411401000911192	3.062439441041459	0.0021954089309044324	0.009827448705248569	P-Adj < 0.05
CRKL	7925.614967590278	-0.5234172174536444	0.14676151454999242	-3.566447369111533	3.61853441493152e-4	0.0021835371886179907	P-Adj < 0.05
DDX42	7059.745747172365	0.29694813984841933	0.10188104595488448	2.9146553911501414	0.003560814911282597	0.014379768263723952	P-Adj < 0.05
NASP	6510.864244266941	0.888163472843385	0.18862027228532574	4.708738154612887	2.4925502116576342e-6	3.5678247797099395e-5	P-Adj < 0.05
RRBP1	10756.23769319213	0.8559065851263287	0.25493117022519013	3.357402644683562	7.867844553403146e-4	0.00419277776850185	P-Adj < 0.05
ARCN1	5241.756475515474	-0.3545366769945702	0.13664876657518174	-2.5945106266254543	0.009472568527015973	0.03052547606480802	P-Adj < 0.05
MDH2	4539.719062546068	-0.3197895149327527	0.1118600898475141	-2.8588347762699344	0.004252001856003591	0.01661655328489022	P-Adj < 0.05
EIF5B	4640.165061055811	0.44080640254893866	0.17783573547242468	2.478727919211099	0.01318518415008915	0.03902903867250914	P-Adj < 0.05
PA2G4	4102.957447653985	-0.29864074595612766	0.11207235295386224	-2.664713803939421	0.0077053867957443374	0.026339658899758492	P-Adj < 0.05
CLK1	3220.8469334855918	1.0490962285820973	0.18603035427674972	5.639381985057127	1.7066156967155225e-8	5.835677562935578e-7	P-Adj < 0.05
GSPT1	6474.846982685588	-0.492397097333619	0.12746176998733783	-3.8630963416131303	1.1195882688869149e-4	8.352807024241165e-4	P-Adj < 0.05
SLC3A2	8136.113536977023	0.43125771566960996	0.16038834144965639	2.688834560989432	0.007170194497123245	0.025004275994217322	P-Adj < 0.05
RDX	8031.243315037346	-0.36665202114107404	0.14666011949616353	-2.5000117441651564	0.012418918947084405	0.03719632414564696	P-Adj < 0.05
ZC3H13	7976.991634408801	0.7325243809883898	0.19974990086949782	3.6672077322680043	2.452135792910389e-4	0.0015721766463920254	P-Adj < 0.05
PNN	5933.325464288095	1.31284067744493	0.21367736592390715	6.144032484528319	8.045237779111446e-10	5.212467213729573e-8	P-Adj < 0.05
KIF1C	13547.684661507321	0.7716260273249553	0.2877136748985679	2.681923365641165	0.007320022623137149	0.02545465494090913	P-Adj < 0.05
NOMO1	6599.173660064296	-0.4145628791202521	0.1489242837645989	-2.7837157825485455	0.005374010252857607	0.019986122722863185	P-Adj < 0.05
ANKHD1	6680.52884476939	0.336202886405703	0.13409677554142505	2.507166075010085	0.012170351473294741	0.03671356093489688	P-Adj < 0.05
PABPN1	7623.165759131495	1.3611972045088996	0.1940840279310403	7.013442677480625	2.325242580569309e-12	4.089105166686885e-10	P-Adj < 0.05
PPP1R9B	10798.266823420936	0.5366442804662515	0.17705014724879853	3.0310298455280904	0.0024372115569587308	0.010675232553237752	P-Adj < 0.05
RBM5	7531.587002543912	0.8802504029558601	0.1432345363701124	6.145517870643485	7.970303854975824e-10	5.212467213729573e-8	P-Adj < 0.05
EIF2AK2	6858.9298806695215	-0.46191807396972895	0.1925371721476624	-2.399111136915787	0.016434925680887526	0.047491534068480154	P-Adj < 0.05
TAF15	4976.234034435937	0.6418845593394685	0.13171788620474775	4.8731768921777	1.0981780940864222e-6	1.8775794914172022e-5	P-Adj < 0.05
CPSF6	4721.216637352959	0.607712198264497	0.179420597519584	3.387081565137271	7.064038285293449e-4	0.0038139610215772966	P-Adj < 0.05
EIF1AX	3334.797602478205	-0.6389713968247025	0.22670046924297965	-2.8185711258490915	0.004823792248206155	0.018384174171955963	P-Adj < 0.05
MDN1	9448.212166013347	0.5499357923124012	0.12782088337091926	4.302393926636858	1.689625661425276e-5	1.8570796332272456e-4	P-Adj < 0.05
SAMD4A	19107.993698614075	0.9694896371634397	0.3299028919192497	2.938712151091848	0.00329579010425917	0.013523725394476795	P-Adj < 0.05
NOP56	3929.762374875266	0.485091760585404	0.13596597014471717	3.567743899955924	3.600681686965571e-4	0.0021834675648544914	P-Adj < 0.05
CGGBP1	2985.394915677899	-0.48317384554125115	0.2028544535205757	-2.3818744777631533	0.01722476759525674	0.049310904441304766	P-Adj < 0.05
STRAP	3295.991055419183	-0.40330446921866736	0.11397716689085709	-3.538467223043594	4.024572431293734e-4	0.0023591660299631364	P-Adj < 0.05
RBBP6	4818.995681368756	0.36052713028465716	0.11752949194291785	3.0675460629044435	0.002158241946010801	0.00969633516620181	P-Adj < 0.05
SRSF7	2557.1890756018934	0.3664831461697434	0.1462211916548222	2.5063613695262705	0.012198088076663546	0.03671356093489688	P-Adj < 0.05
PRPF6	5854.525969900188	0.60308646147236	0.14178632277602513	4.25348827492363	2.104659635541829e-5	2.177173118783186e-4	P-Adj < 0.05
CCDC47	5719.8633603102635	-0.327937448091386	0.13375406968685014	-2.451794168649709	0.014214594611223269	0.04166229992003772	P-Adj < 0.05
ZC3HAV1	4411.8652012317725	-0.47772197898727614	0.18147528815910188	-2.632435434230862	0.008477513453615021	0.02820491638216241	P-Adj < 0.05
DIDO1	8127.426895605447	0.5018904677067753	0.12492777408486341	4.017445050816652	5.883254816244811e-5	5.004929226117891e-4	P-Adj < 0.05
CPNE3	4991.936150250124	-0.7521567159307327	0.24455476224899084	-3.0756167208264475	0.0021006768909890765	0.009507107547086592	P-Adj < 0.05
PRPF4B	3964.5552426762856	0.40736263859121125	0.15229746188705628	2.674782846304498	0.007477766844884212	0.02571265638562141	P-Adj < 0.05
RBM33	7108.136916443084	0.940205933938716	0.15873615831560836	5.92307350710444	3.1597951535887763e-9	1.6207115975282432e-7	P-Adj < 0.05
GPATCH8	5733.641927532141	0.43712215745545097	0.11376187671518702	3.84243096261347	1.218216865655866e-4	8.769736617674685e-4	P-Adj < 0.05
XRN2	3093.458109075579	-0.2873662049583408	0.09984658487902565	-2.8780774555936426	0.0040010688770157525	0.01593953329322457	P-Adj < 0.05
UBE2I	4821.875850320191	0.4730411066932454	0.13710877641527391	3.4501154416293707	5.603468795949464e-4	0.003135395494460814	P-Adj < 0.05
RSRC2	3429.812218404008	0.6221922362374257	0.1225424314720621	5.077361602534192	3.8271208475023096e-7	8.88902974202895e-6	P-Adj < 0.05
SRSF4	4403.121635455893	0.6544490056229123	0.13557760732772098	4.827117239508179	1.3852358065406471e-6	2.186186253655816e-5	P-Adj < 0.05
YTHDC1	4297.6267198885	0.35662956790504935	0.1354723223178161	2.632490251908442	0.008476145533990407	0.02820491638216241	P-Adj < 0.05
UBE2N	2346.1301321646065	-0.6549180342710172	0.19222963116260816	-3.406956723113193	6.56915420095657e-4	0.0035940572539455724	P-Adj < 0.05
SAFB	6824.416550469306	0.8150370111014874	0.16518732710253828	4.934016582250052	8.055559620893856e-7	1.4897511437834515e-5	P-Adj < 0.05
SRRT	5935.775806381764	1.1955402554731416	0.19570167200067048	6.108993567868166	1.00261368464168e-9	6.17108722896954e-8	P-Adj < 0.05
UBE2L3	3367.050385439376	-0.5997748126938038	0.11900267393599534	-5.040011227112325	4.6550453692812203e-7	1.0418837908336695e-5	P-Adj < 0.05
LUC7L2	4398.428824696893	0.4214542550074872	0.15087394747046873	2.793419686258162	0.005215397810582629	0.019593251491902174	P-Adj < 0.05
GIGYF2	6933.600215315843	0.404617151242626	0.1308237384759529	3.0928419869074437	0.001982496632650854	0.009072317304063944	P-Adj < 0.05
TCF25	6579.2207779577275	0.6047435277913671	0.13386540328297744	4.517549067648216	6.25595340467383e-6	8.192636852290941e-5	P-Adj < 0.05
HADHB	4318.01965545392	-0.7023518719960116	0.1971785573885263	-3.5620093852907	3.6802722430442767e-4	0.0022099586005792705	P-Adj < 0.05
NXF1	3636.1856664299607	0.6984554883923003	0.14630001522998182	4.774131344377079	1.8048456711373405e-6	2.709469538012276e-5	P-Adj < 0.05
TNRC6A	7927.641533917751	0.5779379153539688	0.16585368893500071	3.4846250274268358	4.928271561646609e-4	0.002809709699700624	P-Adj < 0.05
GRSF1	3611.2910207795876	-0.3770614464902737	0.10649146935258902	-3.5407666809614415	3.9896621673038017e-4	0.002349891927249273	P-Adj < 0.05
SF3A2	3867.383435069234	0.7642248233242184	0.20334309526072547	3.7583023035246574	1.7107012409434962e-4	0.0011699295708896909	P-Adj < 0.05
SLTM	3654.0850820645783	0.6297144433493573	0.15422507482227302	4.083087293522355	4.444131950933549e-5	3.933232409856343e-4	P-Adj < 0.05
ELAVL1	3752.546775309386	-0.34897668763127504	0.11168855236282997	-3.124551981814519	0.0017807605478472926	0.008241038475188034	P-Adj < 0.05
SUMO1	1638.2829038613716	-0.5652860540502668	0.14652841886315818	-3.857859509002027	1.1438436101759803e-4	8.449096442869591e-4	P-Adj < 0.05
CPSF1	5390.446197018262	0.8828910576710427	0.17030430941928393	5.184196810295576	2.1694774899322676e-7	5.450258755319636e-6	P-Adj < 0.05
TPD52L2	4241.349248653024	0.44263149474919816	0.13230782211613906	3.345467317575969	8.214403942604419e-4	0.004302949469508953	P-Adj < 0.05
DDX23	4297.895465224978	0.40911525754977135	0.11209176044500213	3.6498245359479737	2.6241950272136064e-4	0.001648155142091811	P-Adj < 0.05
YTHDF2	2753.407145459504	-0.346448981719031	0.09994873780517385	-3.466266701580068	5.277395089002089e-4	0.0029705179228511126	P-Adj < 0.05
PCF11	4932.211479025281	0.33547515039843706	0.12521104271806416	2.679277666857399	0.007378118307836565	0.02551253830603037	P-Adj < 0.05
CDK12	5342.403336831297	0.7907911661464023	0.12992124216271578	6.086696470743412	1.1526419115849638e-9	6.453164061663778e-8	P-Adj < 0.05
CDK13	5795.47770108483	0.6124976040052028	0.10688411056783603	5.730483237884733	1.001449239729693e-8	3.73570913365834e-7	P-Adj < 0.05
DNM1	6360.196946446765	1.438794422076	0.2879145300021235	4.997297017505119	5.813948437293085e-7	1.1928284210512978e-5	P-Adj < 0.05
RBM6	5917.100894730843	1.3486183889292673	0.1765862744455401	7.637164287902719	2.2205808217164513e-14	5.467069983065903e-12	P-Adj < 0.05
SCAF1	7426.929221697309	0.5228423301842701	0.19795427576797836	2.6412277691697454	0.008260616371497173	0.027707953006302508	P-Adj < 0.05
API5	2939.242767477226	-0.5559854083641601	0.18453974488587016	-3.012822027623442	0.002588306609819263	0.011140578449956338	P-Adj < 0.05
ERH	1601.1146773759056	-0.6523343894356165	0.1778496617916946	-3.6678978349683873	2.445528574798433e-4	0.0015721766463920254	P-Adj < 0.05
NCBP2	3147.5941448707435	-0.4374832759481111	0.14881246408140245	-2.9398295273761597	0.0032839286841666224	0.0135201211043783	P-Adj < 0.05
OLA1	1858.204534245827	-0.7137408211202484	0.14590909403263957	-4.891681535357803	9.997812046145848e-7	1.7334234688458504e-5	P-Adj < 0.05
RBM26	3191.339375260969	0.3593804808092445	0.13716314158405904	2.620095141149868	0.008790523858563926	0.029006314527022698	P-Adj < 0.05
ARHGEF1	6351.63640159321	1.371543117458795	0.24564626861681602	5.583407088500365	2.358518025319145e-8	7.444450485045814e-7	P-Adj < 0.05
TCERG1	3055.836498675315	0.7196863904533524	0.17459069670330818	4.122134821859128	3.753773864957938e-5	3.474357614859565e-4	P-Adj < 0.05
C1QBP	2139.1410651155757	-0.48386627147864864	0.12105758487938817	-3.99699260447607	6.41523044299356e-5	5.372209983214335e-4	P-Adj < 0.05
ARL6IP4	3598.1930943359866	0.5681632706832521	0.18848207747559814	3.014415366664289	0.0025747503584675245	0.011121114706222885	P-Adj < 0.05
USP10	3627.6713407337393	-0.266835980859969	0.10085434375582929	-2.645755957779916	0.008150859636110994	0.027414503311619216	P-Adj < 0.05
TRA2A	2244.8860223828046	0.4659303837840588	0.1260519543627092	3.6963360555550273	2.1873339730699742e-4	0.0014246603814016606	P-Adj < 0.05
SMU1	3477.900632346337	-0.43634418228583866	0.10682548417237922	-4.0846450232954785	4.414424918940351e-5	3.933232409856343e-4	P-Adj < 0.05
DDX46	3353.8942698230676	0.4907462386988771	0.11319837436766517	4.335276380427046	1.455770986558617e-5	1.6748169013585583e-4	P-Adj < 0.05
MYEF2	4367.497309940206	0.38768727487501975	0.14326411223271662	2.706101820149242	0.006807816901103608	0.023944064586452977	P-Adj < 0.05
