gene_symbol	cluster	pearson_r	pearson_pvalue	pearson_fdr
PPP1CC	10	0.031151053909926323	0.7824951443485422	0.8933715890664742
EIF4G1	11	0.030928594620059258	0.8537532448992613	0.9285345510218243
EIF3D	6	0.030876048992328577	0.8026263559419248	0.8584045413277807
EPPK1	2	0.03071571060029573	0.7789068618579718	0.824151675102626
NUCKS1	6	0.030711368068684432	0.8036579902662973	0.8584597925862022
MAZ	1	0.03071063926447637	0.7226476608869685	0.7948455770532892
TRPT1	6	0.03063653404845131	0.8041268943212527	0.8584597925862022
CANX	10	0.03061788299598313	0.7861283423260024	0.8954376165922846
TSFM	1	0.03041051366851443	0.7252490323535167	0.7969695928542804
HSP90B1	5	0.03033922462873466	0.7828278618802693	0.8943324759640366
ZC3H7B	4	0.030311797798890587	0.812059784346809	0.8647534414644242
TBL3	5	0.030135714085337835	0.7842491066815364	0.8943324759640366
GDI2	4	0.030070906077702273	0.8135264299349586	0.8654115348481786
FASTKD2	10	0.0300530635069116	0.7899821916465949	0.8986135627435788
ZNF385A	1	0.030040750707039356	0.7284583061596386	0.7997570877412837
RBM38	2	0.029982298242018337	0.7840559060471837	0.8281197080819497
ANP32B	4	0.029973027380227148	0.8141225373738709	0.8654115348481786
IFI16	5	0.029972303067326636	0.7853908226123004	0.8947682679277466
LARP1	10	0.029928754649438765	0.7908310503314753	0.8986135627435788
TPR	1	0.02973469872670704	0.73111818226977765	0.8019368253863152
BCCIP	11	0.029683237138222053	0.859582121290108	0.9326351582029742
HERC5	10	0.029474543962321093	0.7939347478086445	0.8996497904212063
PPIH	5	0.029467010322106146	0.7889240477604335	0.8958236680296576
YWHAE	4	0.029370094818419172	0.8177968618052733	0.8685466670591467
CSRP1	10	0.029190533231000976	0.7958770714874428	0.8996497904212063
KHDRBS3	10	0.0291631636621718	0.7960643152485756	0.8996497904212063
REPIN1	10	0.02910418205532338	0.7964678659695786	0.8996497904212063
DDX3X	1	0.029061017390740816	0.7369843319726344	0.8076261481248499
FBL	5	0.029033081652376603	0.7919616730261492	0.8962065300697358
WDR25	5	0.02903063977049261	0.7919787757237648	0.8962065300697358
THOC1	1	0.02888243076305667	0.7385419537796241	0.8085878296905828
CPNE3	10	0.02888223679100964	0.7979868876856635	0.8996497904212063
SLC25A11	4	0.02887045932683731	0.8208446501384997	0.8710114179503301
CLNS1A	10	0.028865613191514657	0.798100692004097	0.8996497904212063
PRPF40B	5	0.02884072203807214	0.7933092411008105	0.8968505623961178
RPS17	6	0.028804888600564283	0.8156249250807555	0.8691686476804813
DDX50	7	0.028699808523834372	0.8247583207982268	0.8397280050996638
MRPL4	5	0.028601682696272567	0.7949846665381154	0.897882969493672
THRAP3	4	0.0285113876727622	0.8230366293606398	0.872564497322165
RBFOX2	10	0.028450535531916708	0.8009436511562138	0.9011557918935388
CELF1	5	0.02843616187735798	0.7961453457566451	0.8983325836219616
DDX42	8	0.02803698406036219	0.8025585848391494	0.8623542424169316
GTPBP4	8	0.027872392769478085	0.8036943630065795	0.8623765129449137
HEXIM1	6	0.027741539105369462	0.8223180376733907	0.8731939502011794
PPIE	6	0.02773650645159151	0.8223497455059209	0.8731939502011794
ATXN2L	8	0.0276493454135389	0.8052341716733811	0.8626111860559545
TGS1	8	0.027584743644977355	0.8056802890647929	0.8626111860559545
HNRNPM	8	0.02738597285732381	0.807053319783529	0.8633090471679037
SRP72	11	0.0273391630053586	0.8705731871678731	0.939601103322067
TUFM	11	0.027243377976531653	0.8710228348749028	0.939601103322067
SERPINH1	1	0.027128283460014585	0.7538970350158917	0.822370251957702
MRPL44	2	0.02700566832188726	0.805047092336098	0.8480211364109785
XRCC5	10	0.026997407445069274	0.8109166073838715	0.9076413203602424
IFI16	10	0.02699541653441954	0.8109302922557095	0.9076413203602424
RPS28	10	0.02699480461017762	0.8109344984351765	0.9076413203602424
TOP2A	7	0.026932163803867506	0.8353960643660263	0.8498243210908281
IMMT	11	0.0268806226886204	0.8727260931164732	0.9405872540640471
LARP1B	5	0.026840345952677182	0.8073580267489698	0.9075074002960749
UTP3	1	0.02680198431699576	0.7567641732108017	0.8247411566889489
GSPT2	2	0.026775444734751033	0.8066766009804516	0.8489823071652042
STIP1	1	0.02668877190888044	0.7577597287390716	0.8250698877937327
CTNNA1	4	0.026653334858208054	0.8344004227207624	0.8827114191748763
POU5F1	3	0.02656581102426649	0.9042288630882094	0.9118723868674843
SNRPD1	1	0.026545534110565486	0.7590198877437724	0.8256858614156865
BOP1	2	0.026531289949246625	0.8084056144794863	0.8500464010157299
HSPA1B	7	0.026479381731656697	0.8381257310363748	0.8518654971189383
PTCD1	8	0.026463679511508267	0.8134317328519414	0.8676528147400772
SRSF4	4	0.026442226446502442	0.8356937383520171	0.8827114191748763
EXOSC9	5	0.026417520545180373	0.8103355497051934	0.9090569040566121
PPIL4	11	0.026392564803704367	0.8750185796517153	0.9410783334711045
PRPF31	8	0.026354125711135854	0.8141902030448194	0.8676528147400772
NFX1	1	0.026320837463288036	0.760997969218799	0.8263256487681754
DYNC1LI1	8	0.026294949317724685	0.8145999681573524	0.8676528147400772
GEMIN6	5	0.026285134373746646	0.8112683652213256	0.9090569040566121
ADK	10	0.026223207195093884	0.8162424435653586	0.9096694638915962
HMGB1	10	0.026198838720659708	0.8164102144207565	0.9096694638915962
SRSF4	8	0.026170312917459703	0.8154631717481928	0.8676528147400772
RPS27L	4	0.02616586481410049	0.8373874702124033	0.8830899553824466
SPTBN1	10	0.026086117396614195	0.8171863798335934	0.9096694638915962
PRKRA	8	0.02596928805338058	0.8168558873173729	0.8683627860736194
ZBTB11	11	0.02595098352612151	0.8770936245113546	0.9410783334711045
TRMT6	11	0.025943410428083066	0.8771292185288566	0.9410783334711045
LRP1	10	0.02583932950581198	0.8188863006753009	0.9096694638915962
YBX1	10	0.025799769763656156	0.8191588734207769	0.9096694638915962
FXR1	5	0.02574074518123331	0.8151069764182871	0.9090569040566121
MEX3A	8	0.02573925366698986	0.818450279203903	0.8692857002724683
NOVA2	5	0.025659279160339034	0.8156817891238022	0.9090569040566121
RPL21	2	0.025571753410165845	0.8152095259769953	0.8541664413776658
R3HDM2	8	0.02538774122153274	0.8208880693905299	0.8711019672521847
TSFM	6	0.02535415005562246	0.8373905527533992	0.88448030559919
DMGDH	11	0.025299754834529953	0.8801553011622101	0.9414585912942582
RPL37A	10	0.025212122713163074	0.8232103598312341	0.9133205847478256
RPL32	2	0.025184025583571714	0.8179627559022489	0.8562934597597371
RBM3	5	0.025071040396796793	0.8198351912119741	0.9119979926656752
URB1	5	0.02506623192850326	0.8198691631858659	0.9119979926656752
RPL13	4	0.024821264569358317	0.8456384517168763	0.889442375027935
NGRN	2	0.024670316077389957	0.8216139669155579	0.8585974729285265
POLR2F	10	0.02464868076862098	0.8270993129608525	0.9147693294468503
RPL6	10	0.02462796661382597	0.8272423647843967	0.9147693294468503
TNPO1	10	0.024590079619433398	0.8275040266749849	0.9147693294468503
ZNHIT6	1	0.024540150809199416	0.7767276479218388	0.8388094217793518
CDK11B	4	0.02447691243372476	0.8477542244599341	0.8908855797394746
SF3B3	5	0.02435928833656578	0.8248673201213622	0.9126287995645439
PUS7	5	0.02435904905891583	0.8248690130292751	0.9126287995645439
MRPL4	4	0.024252445249871944	0.8491339760318377	0.8915534647556018
PUF60	1	0.024236406955421976	0.7794200242814855	0.8409531840931818
POLDIP3	2	0.024199240463377257	0.8249654965233564	0.8613396365817054
PPIB	5	0.024053415230984858	0.8270320463415884	0.9126287995645439
YTHDF3	10	0.023975443590447607	0.8317515395915029	0.9176889680363814
ATXN2	5	0.023890787851598413	0.8281835201481302	0.9126287995645439
TRMT6	1	0.023841269216683746	0.7829264284769943	0.8439705561732967
PES1	8	0.02363128229470831	0.8330943705938778	0.8817099572067831
SLC3A2	11	0.023573883326821213	0.8882774751203838	0.9462258716206412
ZNF385A	10	0.023544778615778108	0.8347305813180548	0.9192797193889444
KPNA2	6	0.023492002284066463	0.8491879229754136	0.8944779455341022
RDX	4	0.023478443235177497	0.8538950337557	0.8957672946053666
DYNC1LI1	10	0.023169627217363056	0.8373275173793779	0.9212913622683865
CPSF6	5	0.023077304772178946	0.8339487369385115	0.9164100859268344
DNAJC8	11	0.022962516954975448	0.8911573841970439	0.9483963794922684
MKRN1	8	0.022936990752102603	0.8379303448217923	0.8842360146838689
RBM24	1	0.02276518625622774	0.7924973943501754	0.8504802635515551
NOMO3	8	0.022758481988342877	0.8391746973106726	0.8842360146838689
SNRNP27	11	0.022634744546734458	0.8927019612334942	0.9483963794922684
HMGN5	10	0.02262841664393574	0.8410770342485228	0.9237172938119681
C19orf47	4	0.022606497413684087	0.8592647820334534	0.8998244832832842
FAM50A	6	0.022356661183213257	0.8563971149341059	0.900470790769224
TRA2A	5	0.022257287519821846	0.8397691451256244	0.9185785378205624
RRP9	11	0.022035591049894367	0.895526383606271	0.9488599548966
TSEN2	5	0.022030483803764676	0.8413805112974422	0.9185785378205624
DCN	7	0.021958333691983616	0.8654806252163529	0.8766433159973033
LUC7L2	5	0.02173190656618084	0.843502798877354	0.9192705862421489
YARS2	5	0.02165590147596459	0.8440432220326264	0.9192705862421489
NOL3	4	0.02162125527997346	0.865339886932499	0.9034191748854539
RPL19	1	0.021598966602440803	0.8029050370400139	0.8592746075972786
PPIA	5	0.021593826432310406	0.8444846511074988	0.9192705862421489
PPIL1	4	0.021560646042385133	0.8657138670855602	0.9034191748854539
MRPL1	7	0.021383295385832744	0.8689719203099081	0.8786686026824649
DHX9	10	0.021378650999015248	0.8497488206955066	0.9315303295617103
RPS19BP1	4	0.021269514329018406	0.8675106588719437	0.9045063266567349
POLR2C	6	0.02124378902445936	0.8634750178995758	0.9071080640168415
PPIA	2	0.021086288137123644	0.8471890981619524	0.8814340712440186
CDK11B	2	0.02108627859883506	0.8471891664490652	0.8814340712440186
RPS27L	11	0.021063858659789825	0.9001098333791999	0.9511798948475234
EMG1	7	0.02106231289447714	0.870921825503873	0.8795913528814892
ADARB2	1	0.020993359236476595	0.8083234233252081	0.8642954589331586
KRT18	7	0.020987262715285216	0.8713778512841237	0.8795913528814892
HADHB	4	0.020928246075131655	0.8696177305944457	0.9056137497537924
SFPQ	5	0.020928076925581	0.8492219279367602	0.9228629438279553
RP9	1	0.020907954341453653	0.8090882815825537	0.8643359989233211
CPNE3	2	0.020906911656945436	0.8484735001728977	0.8815881930816315
NOL3	6	0.02089420409116256	0.8657006282590567	0.9086406062772208
RPLP0	2	0.020857626472575583	0.8488264696900845	0.8815881930816315
ETF1	4	0.02085264009448091	0.8700846627434181	0.9056137497537924
CANX	4	0.0206991217400075	0.8710329068066749	0.9058137346826359
RPS7	10	0.02061646929205454	0.8550462290378271	0.9363836718460214
TRAP1	1	0.020529403067183066	0.8124806248671741	0.8671808464695422
ATXN2	3	0.02040040947269561	0.9263880628974659	0.9326421595246217
SUPV3L1	11	0.020284066178855756	0.9037902600921504	0.9525791975132681
BCLAF1	11	0.02014649871024165	0.9044397520251098	0.9525791975132681
GOLGB1	2	0.020136607594606278	0.8539936142518976	0.8861774226768157
PUF60	11	0.02010608228215716	0.9046305801887748	0.9525791975132681
NUFIP2	5	0.019976853831772893	0.8559997955218134	0.9259913345378187
MYO5A	3	0.01985411877516331	0.9283542890182178	0.933833614501462
EBNA1BP2	5	0.019814803412685544	0.8571555279397358	0.9259913345378187
C1orf35	2	0.019768889047779358	0.8566312347349421	0.8873590393054869
RNPS1	1	0.019717692697551137	0.8197663369520201	0.8733890453727168
CSDE1	10	0.019689392487666206	0.8614983375094981	0.9400190743996925
CPNE3	6	0.019631809658332777	0.8737461275598178	0.9146547360056398
COL14A1	5	0.01961343076307746	0.858592122601484	0.9262101835389634
LTA4H	4	0.0195559267283377	0.878099733722976	0.9115801395148398
PURG	8	0.01953607358440947	0.861702460659748	0.902412813131862
RTN4	10	0.019474660784942664	0.8629941000759718	0.9400190743996925
DHX29	10	0.019230698969684316	0.8646940561202268	0.9401582646543556
POLR2D	6	0.01920901903645299	0.8764435548311829	0.9158603284611566
RRP9	1	0.019134433592761957	0.8250110792477098	0.8781899491723607
NOL7	10	0.019061226867136346	0.8658753207771641	0.9405875419159748
ZMAT2	8	0.01890795176712246	0.8661071161024888	0.9062327080198244
KHDRBS3	7	0.018902876768754684	0.884059295290643	0.8916282961064875
C12orf43	11	0.01875602682303865	0.9110078995928304	0.9567589571054217
ZNF326	8	0.018693179000258357	0.8676141369693223	0.9063829310272307
RSL1D1	5	0.018688551581650396	0.8651960562815024	0.930309798536433
USP39	6	0.018653833120660313	0.8799877972120889	0.9174477677323927
MRPS12	5	0.01863882425425232	0.8655513915075812	0.930309798536433
PPARGC1A	1	0.01861596762372893	0.8296796938789436	0.8807938893054141
EIF1B	6	0.018607243702133347	0.8802853265077895	0.9174477677323927
TPR	8	0.018563781438373953	0.8685223240503204	0.9063829310272307
FASN	5	0.01839846097828331	0.8672693239146537	0.9313065301471852
RPS28	2	0.01839172923757751	0.8665232589657675	0.8937502782561395
PWP1	8	0.018298466444775775	0.8703849895414808	0.9075355683633733
HSPA8	4	0.018291141279107342	0.8859292240327772	0.9179074572267889
HSD17B10	2	0.018219376205230314	0.8677627357094372	0.8941958912793504
ELAVL3	2	0.018074465012213548	0.8688051116931105	0.8944915236909937
KHDRBS3	6	0.017842749827750037	0.8851698655028545	0.920946261408559
EXOSC6	6	0.017838591059079693	0.8851964487294082	0.920946261408559
FLYWCH2	8	0.01780024391084834	0.8738847003987006	0.9103916330524322
PIN4	5	0.01766799496047302	0.8724938809679825	0.9352118214561269
DIS3	11	0.017664863103874353	0.9161663136232905	0.9613294417596498
UPF1	10	0.017662208854155568	0.8756378351034256	0.9463044236901932
BYSL	1	0.017639243799814113	0.8384908150578898	0.8890170617517544
ZNFX1	10	0.017552951510991337	0.8764010473941721	0.9463044236901932
RPL31	2	0.01754895873342322	0.8725870522854945	0.896047762277559
RBMS3	1	0.017426082844440017	0.8404164654406829	0.8890170617517544
GSPT2	10	0.017348155407984928	0.8778319446224848	0.9463044236901932
RTN4	1	0.017288825370407705	0.841656920744676	0.8895378477914844
ZNF207	8	0.017129344390700716	0.8786011775756248	0.9137146911885516
RPL23A	10	0.016962995607772244	0.8805240886765503	0.9463044236901932
APOBEC3B	10	0.016929056672090402	0.8807613764052364	0.9463044236901932
C14orf93	6	0.01686542790743158	0.8914204056870128	0.9249484862200058
CLK4	5	0.01681760534889266	0.8785830456506953	0.9382669048540428
MRPL19	6	0.0167489960931256	0.892165501898284	0.9249484862200058
EIF5B	5	0.01671384035966676	0.8793265390143152	0.9382669048540428
CORO1A	1	0.016662512954135823	0.8473220667608672	0.8939360580112432
HSP90AA1	4	0.016419833672765748	0.8975330497179425	0.9269349944500819
CSTF2	5	0.016381295515160845	0.8817099788267867	0.9387695598794434
CELF3	10	0.01621385214875183	0.8857642161814626	0.9475617196359831
MRPS11	1	0.01621332064915611	0.8513899455770859	0.8947119465693109
TUFM	5	0.01618835077796004	0.8830933502019493	0.9387695598794434
RBM34	8	0.016146109738057076	0.8855209940884985	0.9177217575098985
SON	1	0.01613825997091178	0.8520700784118755	0.8947119465693109
MRPL11	2	0.016093866018790298	0.883073675612852	0.9052460882472873
ELAC2	1	0.016082446578301223	0.852575880081286	0.8947119465693109
RBM10	1	0.016050321233909166	0.852867039066292	0.8947119465693109
SNRNP48	8	0.015888254758574645	0.8873371681934841	0.9188084691415229
ZCRB1	10	0.015696420787318845	0.8893864351307554	0.9496366818066723
XAB2	1	0.01568487228382187	0.856180568407745	0.8969151505170122
UBA1	4	0.015662129638117504	0.9022377380598117	0.930991223252071
PLEC	5	0.015619080565868115	0.8871769175197509	0.9406790358580257
SNW1	1	0.015577627019824824	0.8571534409566881	0.897143874381604
OASL	8	0.015532553208637627	0.8898434651729348	0.9206072841936067
HMGN5	4	0.01545322017332056	0.9035354818737733	0.931527975288107
RARS2	8	0.01539812015545383	0.8907909721618215	0.9207917043848879
CD2BP2	5	0.01536082905011437	0.8890304194222253	0.9409504349320588
SCNM1	11	0.015101101849388126	0.928299292865378	0.9680951505647687
C7orf50	5	0.014963697588144545	0.8918818383844545	0.9413310395525006
ARHGEF1	9	0.014960873187572922	0.9409591373816244	0.9441326926510396
MRPL20	2	0.014958531859698762	0.8912699430406794	0.9120688094729165
ZMAT2	5	0.0149005151120661	0.8923356184962095	0.9413310395525006
HNRNPA1L2	10	0.014894704971145168	0.8950032047885688	0.9531823979760714
NOL8	5	0.014865600343757463	0.8925863931919722	0.9413310395525006
SPATS2	5	0.014739775720122127	0.8934902135934873	0.9414413878471628
NKAP	11	0.014609598395759977	0.9306272378871181	0.9691342867855504
SAMD4B	11	0.014547420397053501	0.9309217771555833	0.9691342867855504
ARF1	5	0.014508932054266609	0.8951487565816789	0.9423460547392475
EXOSC4	1	0.014313779802909966	0.8686341762946914	0.906765615113598
PPP1R10	11	0.014167184403898503	0.9327231635165592	0.9695669656146351
DDX5	8	0.014134013182548453	0.8997079180684195	0.9284054982137053
TRUB2	11	0.014116314814562887	0.9329641858724718	0.9695669656146351
DIAPH1	8	0.013721480033048891	0.9026206508777709	0.9298080198801133
LAS1L	11	0.013617477578924566	0.9353280072524985	0.9711768158928381
LSM14A	5	0.013586882846195414	0.9017778248139051	0.9477208392648809
GTF2F2	10	0.013577215716942575	0.9042445472335612	0.9587557433433859
POLR2A	5	0.013555767953121996	0.902001645123773	0.9477208392648809
RPL13A	1	0.013489266332281202	0.8761389668758439	0.912197225582643
RPL35A	10	0.013438886384437044	0.9052155989350628	0.958771365257472
MEX3D	2	0.013422008254994542	0.9023805330457058	0.9226412358602034
FAM98B	10	0.013328205966807385	0.9059926594883623	0.958771365257472
KRT18	8	0.013323541658395338	0.9054315552984035	0.9319016093655967
ZNF622	10	0.013153367226487907	0.9072203397704905	0.958771365257472
NDUFV3	5	0.012991336112268022	0.9060631114019914	0.9486098346459934
RPP25	1	0.012900981722453499	0.8815003622290454	0.9153746119566243
CAPRIN1	5	0.012897895317895685	0.9067357163084793	0.9486098346459934
SSR1	4	0.012880388706462687	0.9195374684127611	0.9448523517908253
CIRBP	11	0.012828346798484751	0.9390685392175943	0.9726658644590495
C1orf35	11	0.01279849267815522	0.9392100754969513	0.9726658644590495
CASC3	10	0.012786846452097676	0.909794672697928	0.959334230327041
PDIA6	5	0.012749203935039819	0.9078061608470851	0.9488870075225079
DSP	2	0.012722615489067102	0.9074441932517797	0.9246247201463917
SRSF1	8	0.012685285518942071	0.9099423985117061	0.9341346921256537
HDLBP	6	0.012548281769136452	0.9191048790986867	0.948727597327477
STAU2	4	0.01251487084959334	0.9218135742045578	0.9463004814884836
EEF1A1	2	0.012233230809865738	0.9109895881386756	0.926642330202914
LSM1	6	0.012147594276626096	0.9216797384764417	0.9505574326323615
ASS1	10	0.012141208761224691	0.9143316839489379	0.960932068543875
RPGR	3	0.012131262796716964	0.9561888018660869	0.9585993618707913
JUN	10	0.0120064569905931	0.91527895905409	0.9610830860655765
RBMXL1	11	0.011903790632650424	0.9434526290871343	0.9753724226272361
RSL1D1	1	0.011676267554095747	0.8926788909168277	0.9253663481256391
LGALS1	5	0.011637639508955423	0.9158135062948736	0.9515439252142005
RPL10	2	0.011611493762801382	0.9154963248545476	0.9304271662041068
CHERP	8	0.011560587532354625	0.9178979934291124	0.9390802548159379
APEH	5	0.011533483049294586	0.9165642577472686	0.9515439252142005
MBNL1	2	0.011475361224654809	0.9164834592313064	0.93063157438239
HMGB3	6	0.011474897287301975	0.9260043499786454	0.9540702101458572
REXO4	5	0.011462478640166297	0.9170760937856992	0.9515439252142005
ZCCHC3	11	0.011400278726753312	0.9458408961883111	0.9753724226272361
KHDRBS3	4	0.01133085717319135	0.9291907097364207	0.9530569094728013
HNRNPA3	10	0.011146040415021936	0.921330224530911	0.9644186900448252
ATXN2L	10	0.011096174043225628	0.921681072509394	0.9644186900448252
NUFIP2	1	0.011005071619523746	0.8988143040590443	0.929480592380564
SRSF7	8	0.010960140997543647	0.9221486304531759	0.9403137200333289
KIF1C	6	0.010863575970640206	0.9299362485876264	0.9555586639227593
PRMT1	5	0.01086346571532775	0.9213954077046655	0.9528131437023559
FASTK	6	0.010831295622838922	0.9301439167304504	0.9555586639227593
HSPA8	5	0.010813777194701207	0.9217538016741829	0.9528131437023559
ZNFX1	6	0.010766476942465669	0.9305609267230922	0.9555586639227593
FAM133B	5	0.010686580330532741	0.9226713196870286	0.9528131437023559
MRPL37	5	0.01055383233587378	0.923628987787513	0.9528131437023559
SRRM2	10	0.01053324191554774	0.9256427507655247	0.9666593208835595
RBMS2	4	0.010312809593428396	0.9355385476588336	0.9579275043549423
CELF2	2	0.010011183597111185	0.9271083028884493	0.9406137366066187
HELZ	8	0.010002777729919003	0.9289303921689395	0.9455184348862419
TOP1	10	0.009908861825381685	0.9300389861555427	0.968448039254275
PABPC1	10	0.009858979379375604	0.9303902985812391	0.968448039254275
PRPF6	6	0.009763098747260057	0.9370184524723263	0.9613565940949841
RPL12	2	0.00973529545354435	0.9291117795179071	0.9410336586391805
RPS8	10	0.009647429109233956	0.9318803533059286	0.9691555674381658
NONO	1	0.009448804906197285	0.9130625848629254	0.9407551242651804
ISG20L2	5	0.009237835594263853	0.9331284888107347	0.9597526430766582
HARS2	7	0.009174550297182511	0.9435793959727554	0.9472635717570128
KTN1	3	0.009154025194625848	0.9669342516760459	0.9685579867754178
DHX9	6	0.00914804607675667	0.9409788275222423	0.9637510031234721
MRPL32	7	0.009132462948937324	0.9438378019009406	0.9472635717570128
PPIB	4	0.008921864393951115	0.9442179054391608	0.964341901718768
GTF2F1	2	0.00890856148186406	0.935118045806925	0.9463074925088882
ZMAT3	6	0.008907095274897215	0.9425307238355904	0.9645068287954877
ZNF579	11	0.0087075374468852	0.9586205658100774	0.9831316011908303
EXOSC2	5	0.008634039074098128	0.9374901964216157	0.9628238133256602
MRPS30	6	0.008538531518656389	0.9449049497780218	0.9659560396299285
CSTB	5	0.008521455977111589	0.9383036822562463	0.9628238133256602
HERC5	11	0.008475160124433057	0.9597239442825684	0.9831316011908303
ZCRB1	6	0.008434185014916057	0.9455772202284531	0.9659560396299285
DNAJC21	8	0.008240772986481664	0.9414249607811408	0.9557978609457384
SARNP	5	0.008204858993323176	0.9405916368195365	0.9633793286054322
R3HDM1	1	0.00818937550454837	0.924613672270443	0.9493157122171099
MRPS15	4	0.008125134110840638	0.9491923987741848	0.9677723350906157
FYTTD1	1	0.008107709599645822	0.9253632552225655	0.9493157122171099
PPP1R8	6	0.008099258812753404	0.9477352939112229	0.9673267211755375
PRPF39	1	0.008014066375400232	0.9262228544257669	0.949378425786411
EIF3A	5	0.007993921763798985	0.9421162873968233	0.9633793286054322
RRS1	10	0.007781132799446128	0.9450351850268877	0.9772564057074166
ACTN1	8	0.007774621097453314	0.9447329869964315	0.9583435469785835
RPL35	10	0.007741900995364974	0.9453118857468437	0.9772564057074166
RPSA	5	0.0076883454768078745	0.9443253553575822	0.9648007533488568
ADD1	10	0.0076150717002082795	0.9462064530177161	0.9772564057074166
SLU7	8	0.007401764721054032	0.9473796216793592	0.9602145699832285
DNTTIP2	4	0.007361976589473891	0.9539590907259026	0.9693324772600775
LSM3	6	0.00721980912696877	0.9534037107373051	0.9714388626171166
GPATCH1	1	0.007183389439216515	0.9338516792066949	0.9555504703758694
THOC7	11	0.0071214642246700596	0.9661529935256915	0.9867231198465343
SLC3A2	10	0.007116881022826254	0.9497209835127935	0.9776093867905239
RPS27L	2	0.007014619456891263	0.9488907705797356	0.9577891495024782
MEX3C	10	0.006987309864549816	0.9506352147469727	0.9776093867905239
APOBEC3F	1	0.006660772681479464	0.9386544454873798	0.9590509707650978
CISD2	10	0.006619928727732272	0.9532277338842656	0.978004908230137
HSPD1	10	0.006585174360991136	0.9534730125387457	0.978004908230137
HNRNPK	6	0.006559825952869044	0.9576591037617013	0.9740996033970952
POP7	4	0.006468372261274342	0.959542585894495	0.9733547992392931
DIS3	10	0.00643619118170102	0.9545245087882419	0.9780348993460447
PRPF18	1	0.006137282401136934	0.9434674521968447	0.9629036915554062
BZW2	5	0.006036087661001733	0.9562766944661153	0.9749818209009801
C19orf47	6	0.006030768958379657	0.9610711774193819	0.9763489208690004
STIP1	6	0.005816215360533585	0.9624551106822476	0.976463447053479
RPL14	10	0.005813825408852552	0.9589178726072111	0.9810656763372323
DDX31	5	0.005806382428016923	0.9579390546901072	0.9749818209009801
ZC3HAV1	5	0.005738734963753079	0.958428649069045	0.9749818209009801
UTP18	10	0.005683928094637661	0.959834994019195	0.9811646605529548
OASL	2	0.0056274826885443045	0.9589877660468604	0.9630547201013425
BUD31	5	0.0056174627729698974	0.9593063875420482	0.975032721764049
CWC15	1	0.005524689589200049	0.9491022538924964	0.9661665923614539
HSPB1	11	0.0053058478599323465	0.9747790593611891	0.9914135142990934
THOC6	6	0.005288241922318813	0.965861155540749	0.9774085989033198
NONO	5	0.005150110843476087	0.9626894102956419	0.977173355444689
ZC3HAV1	10	0.005124087578780339	0.9637882495533218	0.9835245277011714
EIF2S2	5	0.005097327926514366	0.9630715328279149	0.977173355444689
CPEB1	4	0.004994181007200651	0.9687578608512157	0.981871334432958
MRTO4	11	0.004910867236580222	0.9766560356917533	0.9914979994831882
UNK	5	0.004665126941582554	0.9662007623359422	0.9786625090556662
APEH	6	0.004555707828639702	0.9705878505303196	0.9813537567222088
AHNAK	10	0.004298707439198611	0.9696181509740993	0.9882556125258631
PABPC4	4	0.004233581205728397	0.973514092687937	0.9841939941267075
TES	5	0.0041961270696640966	0.9695970005443215	0.9806705859112236
DDX1	11	0.0040631861294014235	0.9806846823747306	0.9914979994831882
RPS15A	10	0.003999832789413822	0.9717295989384742	0.9882556125258631
HNRNPUL1	6	0.0038546921202051347	0.975112119942348	0.9847240022839991
TUT1	10	0.0036295227599610425	0.9743459816197526	0.9892341205579153
HNRNPAB	6	0.003629080472587936	0.9765683631291275	0.9848795832408648
C2orf15	11	0.0035970534694663133	0.9829002084046112	0.9920550791010131
ZNF579	8	0.00353138881321007	0.9748809590570435	0.9830939410204559
LARP4B	8	0.00340039829228597	0.9758124192590021	0.9832049375867218
ZC3H13	5	0.0033778892775243765	0.9755234873993648	0.9833760919785
C1QBP	10	0.0033317636155121132	0.9764499621306477	0.9901861454491514
RNPS1	5	0.003331016192464194	0.9758630318530275	0.9833760919785
AATF	10	0.0032624855236669053	0.9769395080518384	0.9901861454491514
ZC3H4	2	0.0032329083217346698	0.9764322268162114	0.9781465275080286
POLR2A	2	0.003224397465332175	0.976494252968319	0.9781465275080286
WDR77	5	0.003112737610817082	0.9774442780503605	0.9841276577293373
TNPO1	11	0.0030689513188563726	0.9854104268265673	0.9937472324680781
RPL3	1	0.00294152759091898	0.9728873180975562	0.9844791669940377
ZFP36	9	0.0028637392187405024	0.9886893362597491	0.9895208663995807
MRPL22	6	0.0027872730005576913	0.9820025673431525	0.9878378966906923
SAP18	10	0.0026946674360482682	0.9809522360836138	0.9919625777432897
HNRNPA3	4	0.0026576245200311665	0.9833717041257521	0.9916492437227703
OASL	11	0.0026074948465033727	0.9876039736137265	0.9951174442498412
PABPC5	4	0.002502981264469234	0.9843391551904188	0.9917899982490511
XRN1	3	0.0024861762629007148	0.991017341270545	0.9918487316575169
POLR2E	4	0.002330181489107277	0.985420220294768	0.9920448940446487
RBMXL1	1	0.00232231170622646	0.9785932270654982	0.9877311943810504
GSPT1	6	0.00226796369073867	0.9853553395261303	0.989965115486238
POLR2K	6	0.0022009447990274846	0.9857880474884058	0.989965115486238
MRPS28	11	0.0021769388853611136	0.9896507151684439	0.9954967531483421
NSUN5	8	0.002135053940237414	0.9848116346300149	0.9899969188206494
RBMXL1	10	0.0020756421885782623	0.9853273765543714	0.9919625777432897
