gene_symbol	plot_groups	pearson_r	pearson_pvalue	pearson_fdr
TFAM	Atypical teratoid rhabdoid tumor	-0.5369790067022291	0.0068179623021553054	0.04829652034813824
RPF1	Craniopharyngioma	-0.5369563096624179	0.002670629177633494	0.01159912362373168
YWHAG	Schwannoma	0.5369168956572222	0.05849487284858256	0.10376893388710892
RPL31	Schwannoma	0.5369035941167296	0.05850232176385532	0.10376893388710892
MACF1	Other CNS embryonal tumor	0.5369019708665167	0.17004011064932906	0.6542566236890497
MYEF2	Meningioma	0.536899359118236	0.026266992104902225	0.5649529326996443
YTHDF2	Schwannoma	0.5368587931505018	0.058527415430888206	0.10376893388710892
EIF4A3	Other CNS embryonal tumor	0.5368566974051973	0.17008311504359067	0.6542566236890497
CCDC47	Craniopharyngioma	-0.5368395944745082	0.002677464369811396	0.01159912362373168
GTF2F2	Atypical teratoid rhabdoid tumor	-0.5368303672368162	0.0068363076243522555	0.04829652034813824
TOP3B	Other CNS embryonal tumor	0.5367735193785139	0.17016213956922258	0.6542566236890497
TFB2M	Other CNS embryonal tumor	-0.5367524276340238	0.17018218124722917	0.6542566236890497
MRPL28	Atypical teratoid rhabdoid tumor	-0.53674892781833206	0.006846376464611536	0.04829652034813824
SEC61B	Mixed neuronal-glial tumor	-0.5365384453906827	5.823872779341077e-6	1.9487228963695498e-4
RTF1	Choroid plexus tumor	-0.5364214440842148	0.014756073231360842	0.045414518036748376
LARP1	Choroid plexus tumor	-0.5363576388184006	0.014770186922261836	0.045414518036748376
CHCHD1	Germ cell tumor	-0.5363534192954729	0.17056156487152307	0.9965170093839139
HNRNPDL	Craniopharyngioma	-0.5363147325291385	0.0027083883740271725	0.01169088506774319
ABCF1	Other CNS embryonal tumor	0.5362753093335842	0.17063588649105627	0.6542566236890497
URB2	Mixed neuronal-glial tumor	-0.5362347501390942	5.9087190444821065e-6	1.9487228963695498e-4
FUBP3	Schwannoma	0.5361816600695627	0.05890761757907459	0.10428830075110242
SLBP	Atypical teratoid rhabdoid tumor	-0.5361764581453117	0.006917504136041329	0.04829652034813824
FAU	Atypical teratoid rhabdoid tumor	-0.5361353431424789	0.006922636194075137	0.04829652034813824
PPIL4	Rare CNS tumor	-0.5360850862841712	0.026539476434688163	0.12878172171586388
HADHB	Germ cell tumor	-0.5359841457834701	0.1709130826107426	0.9965170093839139
SAFB	Other CNS embryonal tumor	0.5359407166888687	0.17095444918144975	0.6542566236890497
GPATCH4	Neurofibroma plexiform	-0.5359038655090064	0.1103364737026309	0.23589439800890913
RBM34	Meningioma	0.5358913023486157	0.026604643850465622	0.5649529326996443
NSUN5	Choroid plexus tumor	-0.5358886915245801	0.014874251224414338	0.04551228717333766
ZBTB11	Choroid plexus tumor	-0.535870574764636	0.014878283317352631	0.04551228717333766
GFM1	Mixed neuronal-glial tumor	-0.5357771060783189	6.038756044026243e-6	1.9487228963695498e-4
SNRPA	Neurofibroma plexiform	-0.5357578078288272	0.11045222649246582	0.23589439800890913
RPUSD3	Mesenchymal tumor	0.5357505087554958	0.026652068669783487	0.27481460977157884
MRPS35	Other CNS embryonal tumor	-0.5357211098236476	0.1711637092775025	0.6542566236890497
UBAP2L	Craniopharyngioma	-0.5356913275445842	0.0027455174497793946	0.011808677203352234
TBCA	Atypical teratoid rhabdoid tumor	-0.5356099310148367	0.006988499369573533	0.048413888933144474
PRKDC	Rare CNS tumor	-0.5355769023314833	0.026710636008805116	0.12893513490599173
LSM14A	Meningioma	0.5355706007927028	0.02671276374478448	0.5649529326996443
ZFC3H1	Other CNS embryonal tumor	0.5355438725123612	0.17133269680808227	0.6542566236890497
LBR	Schwannoma	0.5355424942138162	0.05926810490232238	0.10471322191646669
POLR2D	Atypical teratoid rhabdoid tumor	-0.5353551704739674	0.007020622619810556	0.048413888933144474
TSEN54	Schwannoma	0.5353479950583744	0.05937811128176273	0.10471322191646669
ERH	Mesenchymal tumor	-0.5353036961211599	0.02680300527169368	0.27481460977157884
RPL17	Schwannoma	0.5352907530787387	0.05941051419193675	0.10471322191646669
PRPF31	Choroid plexus tumor	-0.5352837096129099	0.015009372938944672	0.04579586167816111
OLA1	Craniopharyngioma	-0.5352533274713192	0.002771865386329366	0.011843049838524328
RPL15	Ependymoma	-0.5351891054210746	2.1600024731333764e-6	9.41601078102957e-5
RPL35A	Rare CNS tumor	-0.5351818224926279	0.026844289434955867	0.12893513490599173
RBM41	Craniopharyngioma	-0.535175077805651	0.002776595341135991	0.011843049838524328
TRIM28	Neurofibroma plexiform	-0.5350967415794886	0.11097708466897445	0.23598971690037673
UBE2L3	Craniopharyngioma	-0.5350673798829646	0.002783116712053217	0.011843049838524328
BICC1	Neurofibroma plexiform	-0.5350489466352019	0.11101509238120878	0.23598971690037673
UBAP2	Rare CNS tumor	-0.535022651811286	0.026898281735523437	0.12893513490599173
RBM19	Germ cell tumor	0.5350203703097004	0.1718323572029705	0.9965170093839139
CIR1	Neurofibroma plexiform	-0.5349562819887913	0.11108880486196664	0.23598971690037673
RPS3A	Schwannoma	0.5349502218349025	0.059603537381613204	0.10489871453759614
RSL1D1	Choroid plexus tumor	-0.5348907339702159	0.015097670717323302	0.04594775807593546
DBR1	Rare CNS tumor	-0.534703823533902	0.027006683662741508	0.12893513490599173
RBMX	Craniopharyngioma	-0.5346911473044512	0.0028060020727704855	0.011871472187627984
MTHFSD	Craniopharyngioma	-0.5346325368148331	0.002809581751071956	0.011871472187627984
LAS1L	Mesenchymal tumor	0.5344859102797419	0.02708096819589107	0.27481460977157884
TCOF1	Germ cell tumor	0.5343542330599668	0.17246929143576273	0.9965170093839139
TXNL4A	Craniopharyngioma	-0.5342623938402044	0.0028322793978609842	0.011921337633875295
LSM5	Neurofibroma plexiform	-0.5341853396873801	0.11170326206635782	0.23664199438108727
HNRNPR	Craniopharyngioma	-0.5341167740328595	0.002841252136073612	0.011921337633875295
PRKRA	Other CNS embryonal tumor	0.5340857701648707	0.17272634432560388	0.6542566236890497
HNRNPR	Neurofibroma plexiform	-0.5340747515696713	0.11179157761313906	0.23664199438108727
TCOF1	Mesenchymal tumor	0.5340401382086049	0.027233418871634357	0.27481460977157884
MRPL10	Schwannoma	0.5339863029084514	0.06015232316035625	0.10566950100724777
RBM22	Germ cell tumor	-0.533909547272405	0.17289518970786058	0.9965170093839139
GEMIN8	Meningioma	0.5337933375223034	0.02731810721176105	0.5649529326996443
ANXA11	Schwannoma	0.5337637711924665	0.060279523131399004	0.10566950100724777
IMP3	Mixed neuronal-glial tumor	-0.53375327218214	6.646472407071395e-6	2.088391593169275e-4
RPS12	Schwannoma	0.5337161330805831	0.06030677798070542	0.10566950100724777
RPS6	Germ cell tumor	-0.5336948276100211	0.17310104036381244	0.9965170093839139
S100A16	Ependymoma	-0.5335207884324054	2.355042338600853e-6	9.899588687618585e-5
ZBTB11	Neurofibroma plexiform	-0.5334988155372002	0.11225222759492566	0.23719728657867684
CCT3	Rare CNS tumor	-0.5334203943491982	0.027446466071717596	0.12970611996592135
FAM32A	Schwannoma	0.5334169251277422	0.06047816115697484	0.10581464506967048
KHDRBS3	Other CNS embryonal tumor	-0.5333416946745436	0.17343987413737866	0.6542566236890497
NUMA1	Mesenchymal tumor	0.5332811718006111	0.027494502507802814	0.27481460977157884
EIF3H	Other CNS embryonal tumor	-0.5332493101745089	0.17352857668238833	0.6542566236890497
ZNF768	Mesenchymal tumor	0.5332168884065767	0.02751670430423809	0.27481460977157884
LSM5	Rare CNS tumor	-0.53319101928348	0.027525642721762517	0.12970611996592135
RPL18A	Choroid plexus tumor	-0.5331796043250165	0.015487023726177858	0.047012771769288
MRPS5	Other CNS embryonal tumor	0.5331481414413063	0.1736257413901466	0.6542566236890497
FNDC3A	Mixed neuronal-glial tumor	-0.5331461323111125	6.8396167663793324e-6	2.0939749792453648e-4
EPPK1	Rare CNS tumor	-0.5331254760289992	0.027548299553128125	0.12970611996592135
HTATSF1	Craniopharyngioma	-0.5331008215106244	0.0029045358725355136	0.01206947410665778
ZC3H10	Craniopharyngioma	-0.533076683592576	0.002906054047563295	0.01206947410665778
SRRM3	Craniopharyngioma	-0.5330659132016327	0.002906731680686749	0.01206947410665778
HSPE1	Non-neoplastic tumor	-0.5330339845962899	0.005050420461545615	0.793570652353486
DHX36	Schwannoma	0.5330036621018596	0.06071544034353394	0.10607449007386412
SNRPB	Rare CNS tumor	-0.5329576751045877	0.027606370127881908	0.12970611996592135
FKBP3	Neurofibroma plexiform	-0.5329337106317301	0.11270536985743486	0.23773478368517126
HDGF	Mesenchymal tumor	0.5329196031032424	0.027619558771012954	0.27481460977157884
UBC	Meningioma	0.5329193432211577	0.027619648814289872	0.5649529326996443
AKAP1	Germ cell tumor	0.5325445462317488	0.1742060563920622	0.9965170093839139
PTCD1	Schwannoma	0.5324587255735441	0.06102932718830684	0.10632130899551967
RPL27	Schwannoma	0.5324494855248544	0.06103465938989665	0.10632130899551967
ANKHD1	Craniopharyngioma	-0.5324239284676495	0.0029473692185571563	0.012160444091253893
RALYL	Craniopharyngioma	-0.5323997738062222	0.0029489076921290695	0.012160444091253893
C11orf68	Ependymoma	-0.5323125651811517	2.506479104217346e-6	1.0172847950564884e-4
KHDRBS3	Rare CNS tumor	-0.5322753989450271	0.027843457276360093	0.12977314205185927
R3HDM1	Schwannoma	0.5321813733451743	0.061189523787445174	0.10637669663658862
MRPL39	Atypical teratoid rhabdoid tumor	-0.5321620542573005	0.007433806026362218	0.050921882817347115
ZFR	Schwannoma	0.5320863248495623	0.061244491452697045	0.10637669663658862
RBMXL1	Craniopharyngioma	-0.5320810137633976	0.002969275124957678	0.012174271124671496
UBA1	Choroid plexus tumor	-0.5320672254654415	0.015744431581403533	0.04764590992851879
TSR1	Craniopharyngioma	-0.5319594609540882	0.002977073630401303	0.012174271124671496
RPS11	Choroid plexus tumor	-0.5319340870624711	0.01577546892017177	0.04764590992851879
LSM4	Rare CNS tumor	-0.5318798825058039	0.027981614060504607	0.12977314205185927
GTF2F2	Craniopharyngioma	-0.5318719899648429	0.0029826964255445162	0.012174271124671496
RBM28	Medulloblastoma	0.5317647785986676	5.31015472955705e-9	6.297843509254661e-6
USO1	Germ cell tumor	-0.5317616866168204	0.17496027452323523	0.9965170093839139
TPI1	Neurofibroma plexiform	-0.5317249553807913	0.11367848292242472	0.2382496801993143
POLRMT	Schwannoma	0.5316988675579523	0.061468923907829175	0.10661155888222913
MRPL22	Atypical teratoid rhabdoid tumor	-0.5315811825693325	0.0075111047996815694	0.050921882817347115
CELF1	Neurofibroma plexiform	-0.5315760119558683	0.11379875329189781	0.2382496801993143
UTP18	Choroid plexus tumor	-0.5315679642732131	0.015861073038970278	0.0477834851906352
ACAA2	Craniopharyngioma	-0.5315527921480049	0.0030032925589926207	0.01221678329081744
KRI1	Meningioma	0.5314599871058752	0.028128864318851834	0.5649529326996443
TRUB2	Other CNS embryonal tumor	0.5314350378257359	0.17527549100788473	0.6542566236890497
PURB	Germ cell tumor	-0.5314156644182663	0.17529419595677784	0.9965170093839139
TPT1	Atypical teratoid rhabdoid tumor	-0.5314084142454534	0.007534224466725684	0.050921882817347115
FAU	Other CNS embryonal tumor	-0.531394281371602	0.17531484245069834	0.6542566236890497
HEXIM1	Choroid plexus tumor	-0.5313742875917722	0.015906507599192668	0.047799656337120536
CSTF1	Rare CNS tumor	-0.5313631144646581	0.028162920556480214	0.12977314205185927
TRAP1	Schwannoma	0.5312570065783907	0.061725578375861234	0.10679700238532155
MRPL1	Atypical teratoid rhabdoid tumor	-0.5312531757377423	0.007555048833755607	0.050921882817347115
MRPS15	Neurofibroma plexiform	-0.5312514141358683	0.11406113888744433	0.2382496801993143
TIA1	Craniopharyngioma	-0.5312476495953165	0.0030230959551645125	0.012255794412829106
CLTC	Germ cell tumor	-0.5312427263318675	0.17546121455968902	0.9965170093839139
EIF4G2	Rare CNS tumor	-0.5312341763268023	0.028208298926351745	0.12977314205185927
GPATCH4	Schwannoma	0.5312071506008427	0.06175458464289305	0.10679700238532155
ZCCHC7	Neurofibroma plexiform	-0.5312037842698701	0.11409967188278275	0.2382496801993143
RARS2	Neurofibroma plexiform	-0.5311872538153993	0.1141130470760567	0.2382496801993143
MAZ	Neurofibroma plexiform	-0.5311481329348176	0.11414470464398586	0.2382496801993143
PURB	Rare CNS tumor	-0.5311220478306631	0.02824780711697405	0.12977314205185927
MRPL22	Craniopharyngioma	-0.5310478436341741	0.0030361238456573982	0.012261705613364062
ISG20L2	Rare CNS tumor	-0.5310356758478173	0.02827826912954366	0.12977314205185927
CDK12	Meningioma	0.5309713984055094	0.028300955176350773	0.5649529326996443
RBM6	Meningioma	0.5309269379290517	0.028316655236935422	0.5649529326996443
LUC7L3	Craniopharyngioma	-0.5309122828024962	0.003044990227318742	0.012261705613364062
ALDH18A1	Other CNS embryonal tumor	-0.5309088271254555	0.17578392674407411	0.6542566236890497
SMN1	Germ cell tumor	-0.530784712828059	0.17590396397009594	0.9965170093839139
PARN	Choroid plexus tumor	-0.5307640427338146	0.016050348088258674	0.04802488086334763
LSM5	Atypical teratoid rhabdoid tumor	-0.5306796967884222	0.007632393849521401	0.051154190238646244
SART3	Meningioma	0.5305841509990834	0.02843792697623737	0.5649529326996443
LSM10	Germ cell tumor	-0.530571954897606	0.17610983541176814	0.9965170093839139
UBFD1	Choroid plexus tumor	-0.5305073207880072	0.01611117081489085	0.04802488086334763
RBM12	Choroid plexus tumor	-0.5304524517364815	0.016124194372071073	0.04802488086334763
RNPS1	Craniopharyngioma	-0.5304237549381895	0.003077127322954598	0.012349674874734174
POLR2J	Other CNS embryonal tumor	-0.5303152999881945	0.1763583552139629	0.6542566236890497
RC3H2	Choroid plexus tumor	-0.5302806925369211	0.016165017227549622	0.04802488086334763
CRNKL1	Rare CNS tumor	-0.5302667736220742	0.028550565656414142	0.1298286269995211
HDLBP	Schwannoma	0.5302381372714479	0.06232027286465824	0.10761954634865115
RBM24	Other CNS embryonal tumor	-0.5302255787552537	0.17644527700494733	0.6542566236890497
CPSF2	Choroid plexus tumor	-0.5301685513173044	0.016191715079877905	0.04802488086334763
LSG1	Craniopharyngioma	-0.5300858604182129	0.0030995253387288723	0.01239810135491549
CELF1	Meningioma	0.5300402531626545	0.028631168746335575	0.5649529326996443
DHX15	Rare CNS tumor	-0.5299372013732087	0.028667895759924775	0.1298286269995211
STAU1	Schwannoma	0.5299255032609066	0.06250355994707585	0.10776687077174138
ILF2	Craniopharyngioma	-0.529898372239138	0.0031120136834838193	0.012406699070367386
NUMA1	Choroid plexus tumor	-0.5298736914425433	0.016262082155963486	0.04802488086334763
TES	Choroid plexus tumor	-0.5298688253188331	0.01626324548934823	0.04802488086334763
SERPINH1	Neurofibroma plexiform	-0.5297864148561038	0.11525006826992777	0.2395943990529906
TCEA1	Schwannoma	0.5297447662062968	0.06260969366159802	0.10776687077174138
AKAP8	Other CNS embryonal tumor	0.5296845322021705	0.17696992983318102	0.6542566236890497
TAGLN2	Mixed neuronal-glial tumor	-0.5296447345624568	8.059522754840792e-6	2.4057675423199765e-4
GNL2	Schwannoma	0.5296317408614801	0.06267612986306298	0.10776687077174138
BZW1	Other CNS embryonal tumor	-0.5296274809549315	0.17702530119087945	0.6542566236890497
MCAT	Ependymoma	-0.5295731159394683	2.8843262606616717e-6	1.1248931869291203e-4
C14orf93	Craniopharyngioma	-0.5295622400128979	0.00313451125380272	0.012424730143949151
FASTKD5	Craniopharyngioma	-0.5295215464296771	0.003137244361347161	0.012424730143949151
XRCC6	Rare CNS tumor	-0.5295177942300904	0.028817744321307577	0.1298286269995211
RPN1	Germ cell tumor	0.5294726336480294	0.17717563586387378	0.9965170093839139
RPL15	Atypical teratoid rhabdoid tumor	-0.5294645756682101	0.00779845690234603	0.05158014425758619
NSUN2	Schwannoma	0.5294613161716011	0.06277639945062856	0.10778419158549013
RDX	Neurofibroma plexiform	-0.529446673490185	0.11552689009786798	0.2395943990529906
TCERG1	Neurofibroma plexiform	-0.5294041345931525	0.11556158012343395	0.2395943990529906
CLK3	Meningioma	0.5293722374419275	0.028869890545972953	0.5649529326996443
PRR3	Choroid plexus tumor	-0.5293374820140598	0.01639067459380154	0.04828166614914873
HSP90AB1	Atypical teratoid rhabdoid tumor	-0.5292876370586289	0.00782288689699754	0.05158014425758619
POLDIP3	Rare CNS tumor	-0.5292823186184142	0.028902140561308628	0.1298286269995211
SSBP1	Atypical teratoid rhabdoid tumor	-0.5292676194342201	0.007825654744864291	0.05158014425758619
FAM120A	Neurofibroma plexiform	-0.5291475282639128	0.1157709780598645	0.2395943990529906
ZNF385A	Neurofibroma plexiform	-0.5291234922947133	0.11579060422460581	0.2395943990529906
ZCCHC9	Rare CNS tumor	-0.5290771195683507	0.028975840507307615	0.1298286269995211
RBM6	Germ cell tumor	0.5290673573248125	0.17756942578717397	0.9965170093839139
PPHLN1	Rare CNS tumor	-0.5290638878168341	0.028980597825978706	0.1298286269995211
HNRNPA0	Ependymoma	-0.5290469216987821	2.9627603054207926e-6	1.1248931869291203e-4
DDX41	Germ cell tumor	0.528992394710263	0.17764231523444898	0.9965170093839139
PPHLN1	Schwannoma	0.5289468845787256	0.06307975283128345	0.10814964796755197
RPS20	Rare CNS tumor	-0.5288490413409939	0.029057927495669843	0.1298286269995211
NLRP11	Other CNS embryonal tumor	0.5288269184569536	0.1778032719131397	0.6542566236890497
SRSF7	Schwannoma	0.52877323952656885	0.0631823821431074	0.10817041068913086
PAK1IP1	Choroid plexus tumor	-0.5286116192369225	0.016566046506486968	0.04867806276413535
ZNF207	Neurofibroma plexiform	-0.5286075186516279	0.11621241547207986	0.23984687612319835
GPATCH8	Craniopharyngioma	-0.5285353441672982	0.00320410961476361	0.012636829903610468
NOP58	Neurofibroma plexiform	-0.528483795362232	0.11631370246777178	0.23984687612319835
RBM25	Mesenchymal tumor	0.5283991332382143	0.029220377365011426	0.2883399220977161
SRFBP1	Craniopharyngioma	-0.5283381716266647	0.0032176238344213044	0.012636829903610468
CELF2	Meningioma	-0.5282830895123893	0.029262390833231372	0.5649529326996443
YTHDF1	Rare CNS tumor	-0.5282716599451208	0.029266531405409683	0.1302690721203198
CCT6A	Craniopharyngioma	-0.5282687791951942	0.0032223916254206695	0.012636829903610468
MBNL3	Other CNS embryonal tumor	0.5281711499210865	0.178441899019533	0.6542566236890497
SART1	Choroid plexus tumor	-0.5281462716950155	0.016679265475906112	0.04880858518940356
CNN3	Mixed neuronal-glial tumor	-0.528143801447806	8.64214140866646e-6	2.51676020535311e-4
RPS2	Choroid plexus tumor	-0.5280928986514193	0.016692290659913372	0.04880858518940356
MRPS21	Atypical teratoid rhabdoid tumor	-0.5280528100760179	0.007995159200420175	0.052261784868419245
MARK2	Craniopharyngioma	-0.5279776211659236	0.0032424625898665542	0.012657403189688285
PRMT5	Rare CNS tumor	-0.5278670656341947	0.029413393863250002	0.13043242821755807
IPO5	Atypical teratoid rhabdoid tumor	-0.5278168945369803	0.008028428403520612	0.052261784868419245
RP9	Craniopharyngioma	-0.5278035988686914	0.0032545099783879827	0.012657403189688285
TRIP6	Other CNS embryonal tumor	-0.527781024203417	0.17882240980022063	0.6542566236890497
SMC1A	Other CNS embryonal tumor	0.5277406763603631	0.17886178804234207	0.6542566236890497
PRPF4B	Craniopharyngioma	-0.5277348305565934	0.0032592813213447335	0.012657403189688285
CANX	Atypical teratoid rhabdoid tumor	-0.5275902875521388	0.008060493223628786	0.052261784868419245
ZNF622	Other CNS embryonal tumor	0.5275811702606636	0.1790175065594366	0.6542566236890497
SRP14	Choroid plexus tumor	-0.5275347596421536	0.01682898800130252	0.04901801697908758
PCBP4	Other CNS embryonal tumor	0.5275283807442868	0.17906905855326508	0.6542566236890497
NME1	Rare CNS tumor	-0.5275242570948502	0.02953827205775772	0.13049744073278038
SRSF6	Neurofibroma plexiform	-0.5274641620431265	0.11715053366507824	0.24115669236391324
NOL12	Mesenchymal tumor	0.5274569037606303	0.029562855373654894	0.28906106083459987
CLK1	Other high-grade glioma	0.5274193266368468	1.3776322867825208e-6	5.427871209923132e-4
PURB	Choroid plexus tumor	-0.5273152067624131	0.016883005186131842	0.04901801697908758
SECISBP2L	Germ cell tumor	-0.5272720643350308	0.1793194793573065	0.9965170093839139
PHF5A	Choroid plexus tumor	-0.5272346016123306	0.01690287150185301	0.04901801697908758
SAFB2	Germ cell tumor	0.5271586839801371	0.17943031165829046	0.9965170093839139
TOP3B	Non-neoplastic tumor	0.5271509777964678	0.005654763978286544	0.793570652353486
EIF5A	Ependymoma	-0.5271440334884089	3.263408602352644e-6	1.2003224765528318e-4
FASTKD2	Craniopharyngioma	-0.5271391604621639	0.003300862516325534	0.01277753232126013
HNRNPM	Choroid plexus tumor	-0.5271316713176601	0.016928267389257404	0.04901801697908758
PDIA3	Rare CNS tumor	-0.527051366804513	0.02971120525650093	0.13077348335946878
GSPT2	Schwannoma	0.5269789998394405	0.06424973922300356	0.10984039824247391
FXR1	Craniopharyngioma	-0.5268802747243788	0.003319075676601298	0.01278512401671712
MAK16	Choroid plexus tumor	-0.5268436706885268	0.016999487894441775	0.04910505825198314
TRMT2A	Neurofibroma plexiform	-0.5268174335109734	0.11768325843585757	0.2415085138404164
ADARB2	Mesenchymal tumor	0.5268066749896554	0.029800992740708646	0.28906106083459987
IFIT2	Mixed neuronal-glial tumor	-0.5268050397602393	9.194679836115537e-6	2.61391612483856e-4
UBA1	Neurofibroma plexiform	-0.5267664680405578	0.11772530398742707	0.2415085138404164
GANAB	Atypical teratoid rhabdoid tumor	-0.5267628425356312	0.008178482234198923	0.05250198928681168
THOC2	Craniopharyngioma	-0.5267603183668343	0.003327544057043117	0.01278512401671712
QKI	Schwannoma	0.5267597625075845	0.0643810248848647	0.10990760676773331
POLR2E	Atypical teratoid rhabdoid tumor	-0.5267135410623933	0.008185557424431661	0.05250198928681168
HSD17B10	Craniopharyngioma	-0.5266579351239061	0.0033347865143603817	0.01278512401671712
RRP9	Rare CNS tumor	-0.5263308731242923	0.029976181178706412	0.13145110561329035
POLR2B	Schwannoma	0.5262934860847268	0.06466087328914796	0.11022787957279859
SNRNP35	Mesenchymal tumor	0.5262128973147905	0.030019741661214728	0.28906106083459987
MRPS11	Neurofibroma plexiform	-0.5259932003398989	0.11836438570734412	0.24212205224730265
ENO1	Choroid plexus tumor	-0.5259709346652114	0.017216775637814513	0.04961259259882298
SLC25A11	Craniopharyngioma	-0.5259147711557883	0.003387763583302496	0.012946867197334379
UTP14C	Schwannoma	0.525812802639184	0.06495026471620222	0.11056348480891973
RPS26	Neurofibroma plexiform	-0.5257262054135886	0.1185855502438473	0.24212205224730265
DBR1	Craniopharyngioma	-0.5257051695480874	0.003402835110902266	0.012963181374865775
EXOSC2	Neurofibroma plexiform	-0.525670522041453	0.11863170787367838	0.24212205224730265
GANAB	Mixed neuronal-glial tumor	-0.5256621877064341	9.692211208471742e-6	2.6562982710233305e-4
ERAL1	Atypical teratoid rhabdoid tumor	-0.52553371802016	0.008356396263185772	0.05322998358595376
MCAT	Rare CNS tumor	-0.5254757066340988	0.030293039342870785	0.13231227115257213
KCTD12	Mixed neuronal-glial tumor	-0.5254468830062955	9.788703846317131e-6	2.6562982710233305e-4
NAP1L4	Neurofibroma plexiform	-0.5253975460264584	0.11885814803535856	0.2421709455711905
SURF6	Low-grade glioma	0.5253892699796372	1.377723922236233e-15	1.6353582956944086e-12
ZFP36L1	Ependymoma	-0.525335185983067	3.5754985504189e-6	1.2752611496494076e-4
SRRT	Germ cell tumor	0.5252488515128741	0.18130273784784934	0.9965170093839139
PRPF4	Atypical teratoid rhabdoid tumor	-0.5251456577562676	0.008413230817212462	0.05322998358595376
AKAP8	Schwannoma	0.5251251253781299	0.06536585977276244	0.11088012422356183
PARP12	Schwannoma	0.5251148194984037	0.06537210229670783	0.11088012422356183
MRPS28	Mesenchymal tumor	-0.5250708151471126	0.030443955375681207	0.2908006617485069
RPL19	Schwannoma	0.5250446217611088	0.06541463395615991	0.11088012422356183
YWHAG	Rare CNS tumor	-0.5250245732911972	0.030461227880123218	0.13231227115257213
NHP2	Atypical teratoid rhabdoid tumor	-0.5250117679369994	0.008432914415545063	0.05322998358595376
FASN	Craniopharyngioma	-0.5249892702335778	0.00345474682239721	0.01311810331002826
PPWD1	Neurofibroma plexiform	-0.5249603437191793	0.11922137897298203	0.24249790689062328
NAA15	Rare CNS tumor	-0.5248999574915698	0.030507812520821107	0.13231227115257213
ESF1	Craniopharyngioma	-0.5248439672265985	0.003465365624399132	0.01311810331002826
IFIT5	Germ cell tumor	-0.5247754442171156	0.1817684824443475	0.9965170093839139
EIF4E	Choroid plexus tumor	-0.524765746563742	0.017520483718621093	0.05036611343690353
EIF1AX	Schwannoma	0.5247258702867102	0.0656080053984667	0.111050377409586
ILF3	Neurofibroma plexiform	-0.5246542643778159	0.11947608325594701	0.24257792692360752
APEH	Other CNS embryonal tumor	0.5245997499000193	0.18194149555503444	0.6542566236890497
RPS23	Choroid plexus tumor	-0.5245341076971792	0.01757934485992685	0.05041384235070368
SF3B5	Other CNS embryonal tumor	-0.5245127573458522	0.18202719313154037	0.6542566236890497
RNPS1	Neurofibroma plexiform	-0.5244258628313396	0.11966636863288331	0.24257792692360752
EEF1G	Schwannoma	0.5243641652783333	0.06582792176954379	0.11126501628656978
PNN	Mesenchymal tumor	0.5242859697683748	0.030738136797324733	0.2912804391746487
CSTF2T	Choroid plexus tumor	-0.5242303644727572	0.01765676783637109	0.05049946253993522
HDAC2	Choroid plexus tumor	-0.5240852218365798	0.017693860303179317	0.05049946253993522
ZCCHC9	Craniopharyngioma	-0.5239827131142413	0.0035288828559055987	0.013314907138064453
RPS24	Neurofibroma plexiform	-0.5237906847902086	0.12019653905285642	0.24295392979063532
G3BP2	Craniopharyngioma	-0.5237594579694378	0.003545509827020129	0.013314907138064453
NOL6	Neurofibroma plexiform	-0.5237170051735681	0.12025813247161883	0.24295392979063532
SLU7	Craniopharyngioma	-0.52369072937252	0.0035506419034838544	0.013314907138064453
RBMS2	Germ cell tumor	-0.5236203194712592	0.18290759221545183	0.9965170093839139
DYNC1LI1	Other CNS embryonal tumor	0.5235469185048762	0.18298010406963972	0.6542566236890497
NOVA2	Ependymoma	-0.5233554444744843	3.94900924544411e-6	1.3339703549418148e-4
DYNC1H1	Craniopharyngioma	-0.5233411249917036	0.0035768461336836616	0.013371387415639856
UTP14C	Choroid plexus tumor	-0.523285994421451	0.017899227728735184	0.0507728889694908
SRP14	Ependymoma	-0.5232657036444672	3.966776756411514e-6	1.3339703549418148e-4
SF3B3	Choroid plexus tumor	-0.5232277250462308	0.017914274685324603	0.0507728889694908
DCAF13	Choroid plexus tumor	-0.5232158605859167	0.01791733969501729	0.0507728889694908
POLR2A	Other CNS embryonal tumor	0.5232088904202767	0.1833142357860654	0.6542566236890497
MACF1	Neurofibroma plexiform	-0.5231960737224123	0.1206941725528464	0.24342365998854013
PRMT7	Craniopharyngioma	-0.5231919434501389	0.003588078236475993	0.013371720135935378
SRRM2	Schwannoma	0.5231242801304348	0.06658570858519695	0.11238689514026887
ABT1	Atypical teratoid rhabdoid tumor	-0.5231161885271434	0.008715720069167678	0.054725547592194945
GTF2F2	Rare CNS tumor	-0.5229511609621635	0.031243467532414287	0.13404787019655073
CCDC137	Other CNS embryonal tumor	0.5229435550325335	0.18357674084193212	0.6542566236890497
SEC61A1	Choroid plexus tumor	-0.5228888674568802	0.01800197871604995	0.05089184978257723
HSD17B10	Neurofibroma plexiform	-0.522872479718587	0.12096552833338686	0.24356022203153313
HNRNPK	Mixed neuronal-glial tumor	-0.5228100519359823	1.1045316771515374e-5	2.930690716708746e-4
PFN1	Atypical teratoid rhabdoid tumor	-0.5227867388283179	0.008765665258396931	0.05475098771344261
