gene_symbol	plot_groups	pearson_r	pearson_pvalue	pearson_fdr
ZC3HAV1	Rare CNS tumor	-0.2047029548815022	0.4306241794082818	0.5295681691660703
TBL3	Medulloblastoma	-0.20468601474663609	0.036212714779290285	0.11639100197354546
UNK	Non-neoplastic tumor	0.20466996805439552	0.31588065475068605	0.9100653110462995
CCT3	Germ cell tumor	0.20465593423115727	0.6268502644555458	0.9965170093839139
CCT6A	Mesenchymal tumor	-0.20463280315265606	0.4307856131104275	0.8122930320811212
CLK1	Mesenchymal tumor	0.20457961401991104	0.43090803331539795	0.8122930320811212
PSMD4	Rare CNS tumor	-0.20455870203605553	0.43095616932596326	0.5295681691660703
JMJD6	Low-grade glioma	0.20450811779149272	0.0036746716123595207	0.00912517825077563
GDI2	Other high-grade glioma	-0.20448863341121734	0.08052488643715522	0.2946762098102708
ZFP36L2	Mesenchymal tumor	-0.20446044647845904	0.43118237515585245	0.8122930320811212
SRPK2	Ependymoma	-0.2044533829354171	0.09196105653549666	0.14465164092192292
DIAPH1	Low-grade glioma	-0.20445011849498793	0.003684564687869774	0.009130643600211737
MRPL40	Germ cell tumor	-0.20442911952888929	0.6272407011961134	0.9965170093839139
CSRP1	Mixed neuronal-glial tumor	-0.20440535690722458	0.1080663275325523	0.18046320989352088
RAVER1	Mesenchymal tumor	0.20440151598084966	0.43131807566116487	0.8122930320811212
THUMPD1	Germ cell tumor	-0.20438014473338256	0.6273250158825565	0.9965170093839139
THOC2	Ependymoma	-0.20432451225231116	0.09217056770484532	0.14465164092192292
CELF1	Ependymoma	-0.20432243810030493	0.09217394281345981	0.14465164092192292
RPUSD3	Non-neoplastic tumor	0.20430762492814655	0.31675681354511065	0.9100653110462995
PPAN	Other high-grade glioma	0.2042381159158892	0.0809046098240394	0.2951520025062178
TBCA	Low-grade glioma	-0.20420956824914968	0.003725852933111878	0.009213723815841249
TSEN54	Rare CNS tumor	-0.20420388521153413	0.4317733261044264	0.5295681691660703
CCAR1	Germ cell tumor	0.2041689956840769	0.627688569027439	0.9965170093839139
PABPC4L	Diffuse midline glioma	-0.20414766176551633	0.2881229958439425	0.9244511197957657
HDGF	Low-grade glioma	0.20410415881651353	0.003744076654564155	0.009239540517604266
APEX1	Other CNS embryonal tumor	0.20410057066296775	0.6278063962021214	0.850543223108084
RPP25	Schwannoma	-0.2040956848500149	0.5036066992782648	0.5572314867014134
PRPF8	Rare CNS tumor	-0.2040820708958902	0.43205405448810874	0.5295681691660703
HMG20B	Rare CNS tumor	-0.20407809485857561	0.4320632191000202	0.5295681691660703
PNN	Neurofibroma plexiform	-0.20404708918257264	0.571771348466756	0.6402982516537831
NVL	Other high-grade glioma	0.20401765665419785	0.08123994834273376	0.29546344289572707
MRPL19	Other CNS embryonal tumor	-0.2039780574409449	0.6280173798530619	0.850543223108084
SUMO2	Ependymoma	-0.2039733158429087	0.09274342668734484	0.14529322532682812
ZNF768	Ependymoma	-0.203849411317476	0.09294620066587905	0.14529322532682812
RBM15	Ependymoma	-0.20384519924394331	0.09295309997544739	0.14529322532682812
HSPA1B	Non-neoplastic tumor	-0.2037578146945337	0.31808912095074426	0.9100653110462995
PUF60	Medulloblastoma	-0.2036621651731937	0.03717580874457635	0.11889735364785528
RPL27	Medulloblastoma	-0.20364407470156182	0.03719301703486873	0.11889735364785528
PRPF38A	Low-grade glioma	0.20362404604978976	0.0038281022617724296	0.009427297478680237
PRMT5	Ependymoma	-0.20360623612440432	0.09334517615110392	0.14571256277168346
SPATS2L	Diffuse midline glioma	-0.20360593471867872	0.2894319101182802	0.9244511197957657
RBM26	Other CNS embryonal tumor	-0.2035674402301097	0.6287246763365091	0.8505443936057943
RPL7	Low-grade glioma	-0.2035423720847422	0.0038425642459468208	0.009443320413952124
NPM1	Atypical teratoid rhabdoid tumor	-0.20344590838049614	0.34033983243180677	0.5279096192811478
KHDRBS1	Neurofibroma plexiform	-0.20342884036033612	0.5729622482778621	0.6410316641162985
CCDC124	Other high-grade glioma	-0.2033706279162794	0.08223051806673434	0.2980294305499022
SNRPG	Germ cell tumor	-0.20332845895492277	0.6291364400620795	0.9965170093839139
PABPC4L	Atypical teratoid rhabdoid tumor	-0.20328520846521417	0.34072959500962596	0.5279096192811478
HMGB3	Schwannoma	0.20328312718237534	0.5053437793835872	0.5586362778569719
TRUB2	Medulloblastoma	0.20325692813982557	0.037562889038249316	0.11975695268646153
MYO18A	Other high-grade glioma	0.2032282546622867	0.082449766319643	0.2980294305499022
DIS3	Mixed neuronal-glial tumor	-0.2031729273769937	0.1102548752112544	0.18386078352267843
SRP68	Mesenchymal tumor	0.20314195690820366	0.43422378638765435	0.8159788349450212
WTAP	Rare CNS tumor	-0.20306222875038696	0.4344080536176038	0.5318915568596101
ANXA7	Neurofibroma plexiform	-0.2030517354556147	0.5736891060223241	0.6412450194417755
RRP9	Atypical teratoid rhabdoid tumor	-0.20303955216947847	0.3413259248792395	0.5281476373293551
HMGN2	Meningioma	0.20303864137425426	0.4344625763718055	0.8360959870049055
RBM7	Diffuse midline glioma	-0.20303745821809097	0.2908095107928894	0.9244511197957657
MRPL27	Other CNS embryonal tumor	0.20298890459961338	0.6297216343500425	0.8505513576867786
MRPS11	Diffuse midline glioma	-0.20294533169010076	0.29103315387046824	0.9244511197957657
YTHDF2	Mesenchymal tumor	-0.20291318789017987	0.43475262443093554	0.8159788349450212
NCL	Diffuse midline glioma	-0.2028730183912557	0.2912087754523818	0.9244511197957657
CAPRIN1	Non-neoplastic tumor	0.20280747931035603	0.3204000742378475	0.9100653110462995
ZFP36L2	Other CNS embryonal tumor	-0.20274464486285668	0.6301427002131283	0.8505513576867786
RBMX2	Medulloblastoma	0.20273042621302018	0.03807084304786508	0.12105099156774259
CPEB2	Mesenchymal tumor	0.20266557785822067	0.43532539184252805	0.8159788349450212
RPUSD3	Ependymoma	-0.2026601846103308	0.09491014451315606	0.14795925839997973
WDR6	Other high-grade glioma	0.20265318568751892	0.08334007144229734	0.30032915989266906
POLDIP3	Atypical teratoid rhabdoid tumor	0.2026502686215654	0.3422721806720841	0.5289257921525858
PPP1R10	Mixed neuronal-glial tumor	-0.20263479910039328	0.11122112486013135	0.1852134213151978
SNRNP25	Diffuse midline glioma	-0.2025869707501505	0.2919041352512176	0.9244511197957657
RSRC2	Neurofibroma plexiform	-0.20258037350966332	0.5745981310468251	0.6413027615188093
KRT18	Diffuse midline glioma	0.2025791843586527	0.2919230780677815	0.9244511197957657
PABPC4L	Non-neoplastic tumor	0.20257890421046384	0.32095743395712883	0.9100653110462995
MRPL37	Schwannoma	0.20252643696603542	0.5069638507165	0.5599092436286668
KHDRBS1	Diffuse midline glioma	-0.2024815528530878	0.2921606631580192	0.9244511197957657
WDR83	Neurofibroma plexiform	-0.20246890542221233	0.5748131775486317	0.6413027615188093
LSM6	Non-neoplastic tumor	-0.20245881566913204	0.3212504963889166	0.9100653110462995
LSM4	Medulloblastoma	-0.20242628183302025	0.038366886722970076	0.12166611672043451
SNRPA	Low-grade glioma	-0.20238124549448588	0.00405356094462243	0.009941274465427323
LUC7L3	Choroid plexus tumor	0.2023735324497971	0.39217936123405606	0.4678699779522289
DDX18	Other high-grade glioma	0.20237292878001886	0.08377671120245779	0.30098502322585136
APOBEC3C	Meningioma	0.20235232968025346	0.43605055077056865	0.8378049908063735
SRFBP1	Non-neoplastic tumor	-0.20228559087848993	0.3216735198154871	0.9100653110462995
EWSR1	Atypical teratoid rhabdoid tumor	0.20223234598474507	0.3432897856246664	0.5296621220085781
BST2	Ependymoma	-0.20222182559864074	0.09564221299174105	0.14890328662867622
MRPS14	Medulloblastoma	-0.20219250514983728	0.03859574539315566	0.12206547743008697
RBM26	Choroid plexus tumor	-0.20217879395881544	0.39264479060099167	0.467957277909074
CWC25	Non-neoplastic tumor	0.2021543099627522	0.32199434083025125	0.9100653110462995
IMMT	Low-grade glioma	-0.20213225447840494	0.004100143697610409	0.010034784678481559
CHD3	Germ cell tumor	-0.2020767375545614	0.6312945125950129	0.9965170093839139
FARSB	Mixed neuronal-glial tumor	-0.20207154395154786	0.1122394591613515	0.18664890562486586
MTHFSD	Non-neoplastic tumor	0.20199924877782535	0.3223735271091499	0.9100653110462995
EIF4G1	Atypical teratoid rhabdoid tumor	-0.20198494828945457	0.3438930231821936	0.5296621220085781
ERAL1	Other CNS embryonal tumor	-0.20197567073082667	0.6314688598120337	0.8513869061743433
ZNF385A	Diffuse midline glioma	0.20194327907407872	0.2934727448110851	0.9244511197957657
UBE2L3	Non-neoplastic tumor	-0.2019388698267646	0.3225212513787925	0.9100653110462995
ZC3H13	Low-grade glioma	0.20193832113341387	0.004136759314699134	0.010103566474378338
ACTN4	Atypical teratoid rhabdoid tumor	-0.20190807632211916	0.34408059057556417	0.5296621220085781
HDGF	Non-neoplastic tumor	0.2018265506380515	0.3227961635192408	0.9100653110462995
DSP	Mesenchymal tumor	0.20179969097364783	0.4373314102410507	0.8172124700044759
EIF4G3	Mesenchymal tumor	0.20179064071937192	0.43735240228882755	0.8172124700044759
RBM15	Diffuse midline glioma	0.20177371378307554	0.2938868436244282	0.9244511197957657
SRSF10	Germ cell tumor	0.20175145668822717	0.631855697421637	0.9965170093839139
DNAJC21	Other high-grade glioma	0.2017064408964213	0.0848223826045382	0.3038183522380732
EMG1	Choroid plexus tumor	-0.20169866430673303	0.3937936173943415	0.4685121004342841
PPP1R10	Medulloblastoma	0.20166035849859976	0.039120962323122434	0.12339750349793406
RBM20	Choroid plexus tumor	-0.2016560150816348	0.3938957558554794	0.4685121004342841
CPEB3	Non-neoplastic tumor	-0.20164181250026916	0.32324863902019074	0.9100653110462995
EIF4A2	Meningioma	0.20159617387232623	0.4378035932749016	0.8386146776541972
ZMAT2	Rare CNS tumor	-0.20157050054241338	0.4378631770018111	0.5351556839641359
SNTB2	Meningioma	0.20156619889711616	0.4378731608470119	0.8386146776541972
CLK3	Rare CNS tumor	0.20152106517993987	0.4379779204064592	0.5351556839641359
PPIG	Ependymoma	-0.20150972632510733	0.09684084378256422	0.15057024191820093
RBM3	Mesenchymal tumor	0.2014457643800242	0.4381527293141487	0.8174286856267088
RPL4	Germ cell tumor	-0.2014387396965296	0.6323953514585319	0.9965170093839139
SF3B1	Atypical teratoid rhabdoid tumor	0.2014338160977843	0.3452391266846798	0.5303464055617465
AKAP8L	Non-neoplastic tumor	0.20139924679435892	0.3238433376482852	0.9100653110462995
EPPK1	Low-grade glioma	0.20138570433331324	0.004242716644513937	0.010341077324513436
PABPC1	Medulloblastoma	-0.2013764504272792	0.039403611271613036	0.12395937126825744
DNM1	Choroid plexus tumor	0.20136617619684086	0.3945902643285737	0.46887070253385305
RPS24	Atypical teratoid rhabdoid tumor	-0.20136222427308523	0.34541421384868154	0.5303464055617465
MRPS31	Other high-grade glioma	0.20135829264369917	0.08537269662744701	0.30486564173305847
CD2BP2	Mixed neuronal-glial tumor	-0.20134892295790965	0.11355639933567628	0.18835800910983816
EXOSC2	Mixed neuronal-glial tumor	-0.20133454678417576	0.11358271906120894	0.18835800910983816
RAN	Ependymoma	-0.2013297787341084	0.09714558865575723	0.1508447992715386
AQR	Low-grade glioma	-0.20130569903288406	0.004258257423855543	0.010357687627287972
KRR1	Medulloblastoma	0.20111245306156875	0.03966796860670746	0.12446087504644193
FASTKD1	Diffuse midline glioma	0.20108478592800683	0.2955730873785347	0.9244511197957657
PCBP3	Mixed neuronal-glial tumor	0.20106104032167574	0.11408434435783042	0.18892747179368866
RBM39	Germ cell tumor	0.20102537484882296	0.6331089104500769	0.9965170093839139
CCT4	Other CNS embryonal tumor	-0.20100309573916214	0.63314737613736	0.8526571971439704
NOL3	Rare CNS tumor	-0.20096351647090518	0.43927310733495406	0.5361849062727687
HSPA1B	Diffuse midline glioma	0.20093938000938957	0.29592976721117936	0.9244511197957657
DDX27	Ependymoma	-0.2009203231125761	0.09784180241027773	0.15172569359274954
MRPL43	Medulloblastoma	-0.20090733601115188	0.0398743877217773	0.12477842701326618
CPEB3	Other high-grade glioma	0.20089627679640848	0.08610735853843171	0.30530237340466015
NVL	Mixed neuronal-glial tumor	-0.20084128364375634	0.1144886205006931	0.18933436686679717
MRPS12	Non-neoplastic tumor	0.20082721450588398	0.32524842907986773	0.9100653110462995
C1orf131	Atypical teratoid rhabdoid tumor	-0.20081429461216446	0.3467559896907413	0.5317222309782189
UBC	Craniopharyngioma	-0.2008053122313671	0.29625887531274275	0.3276595855993468
CRKL	Other high-grade glioma	-0.20077933259142572	0.08629410485276799	0.30530237340466015
TPR	Mesenchymal tumor	0.20075592738340764	0.4397558400581665	0.8191395835092835
WBP11	Ependymoma	-0.20071591242315245	0.09819082513869447	0.15206658051084657
DUS3L	Other high-grade glioma	0.20063343238207365	0.08652753938774398	0.30530237340466015
EZR	Other high-grade glioma	-0.20063303963820947	0.08652816843533093	0.30530237340466015
TRAP1	Meningioma	-0.20061504822894666	0.4400835991546924	0.8415017063708735
YTHDC2	Other CNS embryonal tumor	0.20060929746097855	0.6338274015314398	0.8526571971439704
RBM15	Choroid plexus tumor	-0.20057770963778274	0.39648299956219135	0.47065096365939735
NPM1	Medulloblastoma	-0.20056631265939057	0.040219563184814296	0.1255273735189204
RBFOX1	Atypical teratoid rhabdoid tumor	0.2005480926991934	0.3474089796339701	0.5320396825459901
DUSP11	Other high-grade glioma	0.20046635275106933	0.08679547300788126	0.3053340746884394
TOP1	Low-grade glioma	-0.20044572457033236	0.004428568861460176	0.010749920733237685
DDX23	Rare CNS tumor	-0.20042693116497518	0.4405214541661	0.5371548936484679
ELAVL1	Medulloblastoma	-0.20042621054514867	0.04036209295308844	0.1256415806886165
PUM1	Mixed neuronal-glial tumor	-0.20037106023489756	0.11535736074941519	0.19050717667330805
TRNAU1AP	Non-neoplastic tumor	0.20036783269025094	0.3263794981624215	0.9100653110462995
INTS6	Medulloblastoma	0.20029791628659857	0.04049298018528846	0.12571904319306837
ANP32B	Neurofibroma plexiform	0.20027413304001113	0.5790535448144245	0.6454315373700389
RNPC3	Choroid plexus tumor	0.2002678199795191	0.39722826633239605	0.47106692021326885
GANAB	Germ cell tumor	0.20024781786629095	0.6344518149616496	0.9965170093839139
RPL15	Mixed neuronal-glial tumor	-0.20021762486416056	0.11564192448157683	0.19071333954558387
RRP8	Non-neoplastic tumor	0.20019645545438508	0.3268020672672697	0.9100653110462995
XPO1	Other high-grade glioma	0.20011289218835462	0.08736445309066264	0.30642369006873366
ARHGEF1	Schwannoma	0.20009127799807647	0.5121933139062367	0.5651625208845362
RBM38	Atypical teratoid rhabdoid tumor	-0.20009030118237148	0.34853363608457255	0.5330777280114039
KPNB1	Germ cell tumor	0.2000811328563229	0.6347398071642906	0.9965170093839139
NCOA5	Mesenchymal tumor	0.20005292752780002	0.4413926368074147	0.8197455668776967
PTBP1	Rare CNS tumor	-0.19993618834259622	0.44166474326891003	0.5379949136115119
RPL10A	Meningioma	0.19989315301076377	0.4417650756908784	0.8433696899553134
RPL32	Mixed neuronal-glial tumor	-0.19983711554593755	0.11634994515289976	0.19161632346560317
PPARGC1A	Atypical teratoid rhabdoid tumor	-0.19977696675346807	0.34930464330080657	0.5335729058359312
CLNS1A	Ependymoma	-0.1996400515516313	0.10004385872069047	0.1547327486389654
ZC3H8	Diffuse midline glioma	-0.1995911418958324	0.29924992067178136	0.9244511197957657
CELF6	Atypical teratoid rhabdoid tumor	0.19955740605065458	0.3498455054308599	0.5337157135281533
FKBP3	Ependymoma	-0.19951871329687257	0.10025454717284357	0.15485512076435287
RBM10	Other CNS embryonal tumor	0.1994559240373275	0.6358203762197332	0.8543836305452664
HSPA7	Non-neoplastic tumor	0.19941930657294743	0.3287224732590909	0.9100653110462995
SSBP3	Mixed neuronal-glial tumor	0.19939871956088226	0.11716978858392452	0.19270072667934693
JUN	Neurofibroma plexiform	0.19938856814190084	0.5807677925843502	0.6467395530082708
RPS25	Medulloblastoma	-0.1993670728954239	0.04145329499253256	0.12744933321109767
RPS26	Craniopharyngioma	-0.19935746846841437	0.29982773560226883	0.33130136530637444
PRPF4	Mesenchymal tumor	-0.19933736986328734	0.44306187626504256	0.8197455668776967
EIF4A3	Diffuse midline glioma	-0.19932189774652054	0.2999157544425279	0.9244511197957657
DDX56	Ependymoma	-0.19931871516339889	0.10060257287522914	0.1551890278822342
ADARB2	Diffuse midline glioma	0.19930980944229343	0.29994567034090414	0.9244511197957657
RPUSD3	Medulloblastoma	0.19930869507037036	0.041514149048704325	0.12744933321109767
TCF25	Medulloblastoma	0.19930626606773164	0.041516682697431896	0.12744933321109767
CSTF2T	Non-neoplastic tumor	-0.1992645911896609	0.32910560459573013	0.9100653110462995
THOC6	Craniopharyngioma	-0.1991908881042334	0.3002400745726181	0.3314517842568001
SNRNP48	Medulloblastoma	0.19915671800172427	0.041672922257287595	0.12744933321109767
PCBP3	Medulloblastoma	-0.19913598646271372	0.04169462008392106	0.12744933321109767
BTF3	Medulloblastoma	-0.19913556612946828	0.041695060106160114	0.12744933321109767
CISD2	Mesenchymal tumor	-0.19913175331907504	0.44354213171462065	0.8197455668776967
TACO1	Diffuse midline glioma	-0.1991101696839151	0.30044000630335577	0.9244511197957657
UTP14A	Diffuse midline glioma	-0.19901083865329114	0.3006861545000132	0.9244511197957657
NOL12	Medulloblastoma	0.1989754624248681	0.04186294525610923	0.12763355545950011
PELP1	Other high-grade glioma	0.19897226905686288	0.08922067675613131	0.31195831494678516
GANAB	Mesenchymal tumor	-0.1988975564227478	0.4440894661986715	0.8197455668776967
APOBEC3F	Mesenchymal tumor	0.19888203658845627	0.4441257493324626	0.8197455668776967
ANXA7	Rare CNS tumor	-0.1988591792572775	0.44417918923583255	0.5405017061204787
PEF1	Mesenchymal tumor	0.1988500700586732	0.44420048724444705	0.8197455668776967
ZNHIT6	Mixed neuronal-glial tumor	-0.19884414001688952	0.11821323386051957	0.1941493827090239
XRN2	Meningioma	0.19883620304128827	0.4442329104026762	0.8454727249167853
MSI2	Other high-grade glioma	0.19882032419524656	0.08947027814463636	0.31195831494678516
PCSK9	Germ cell tumor	0.1987573635935518	0.6370283853833292	0.9965170093839139
ETF1	Meningioma	0.19873503645292712	0.4444694896124438	0.8454727249167853
IMP3	Ependymoma	-0.19871351883670832	0.1016614363523274	0.1564817613443659
RBM3	Ependymoma	-0.1986538766625137	0.10176625516913217	0.1564817613443659
MTPAP	Ependymoma	-0.19861225862589357	0.10183944706013957	0.1564817613443659
MARK2	Rare CNS tumor	-0.19852402217532078	0.44496315607088166	0.5408997708294907
PURB	Meningioma	-0.19851305869877128	0.4449888127011882	0.8454727249167853
CCDC137	Schwannoma	0.19844786943090234	0.5157360509635702	0.5684283968492855
TNRC6A	Low-grade glioma	0.1984478483077683	0.004848108781804688	0.011744296171432989
PABPC4L	Neurofibroma plexiform	-0.19830695000457715	0.5828641202956288	0.6477293145138755
RRS1	Schwannoma	0.19827726752645158	0.5161044440012341	0.5684283968492855
ASS1	Neurofibroma plexiform	-0.19824645694136758	0.5829814474389193	0.6477293145138755
PKN2	Medulloblastoma	0.19824203049125066	0.04263924704156653	0.12966704356743053
NSA2	Low-grade glioma	-0.19824176459908513	0.004893353833878212	0.011829757639131236
RRP1	Rare CNS tumor	-0.19817206151713934	0.44578718843960485	0.5413456729358894
MYEF2	Atypical teratoid rhabdoid tumor	0.19815776495688103	0.3533049599992407	0.5383050029107206
HNRNPH2	Medulloblastoma	-0.19812652630983688	0.042762588950768864	0.12970954090949327
TES	Neurofibroma plexiform	-0.19809185969828733	0.5832813308791337	0.6477293145138755
DHX8	Ependymoma	-0.19798898543410096	0.10294047791510443	0.15796733051639886
PRMT5	Low-grade glioma	-0.19797383529659526	0.004952743523290745	0.011948997077532752
CAST	Craniopharyngioma	-0.19795877475670032	0.30330100794701786	0.33452317052979913
NOL3	Other high-grade glioma	0.19795076094971717	0.09090932497278198	0.3155071637824846
TRA2A	Medulloblastoma	0.19794291965486271	0.04295926623208985	0.12973453892607023
CPSF7	Diffuse midline glioma	0.19793239310095556	0.3033667608953039	0.9244511197957657
FIP1L1	Rare CNS tumor	-0.19793126779423073	0.4463513981134245	0.5414754665638265
SDAD1	Other high-grade glioma	0.1978831653859306	0.09102194826550529	0.3155071637824846
TAF15	Low-grade glioma	0.197874429437679	0.004974942010673835	0.011978207234624427
CPEB2	Craniopharyngioma	-0.1978337748846752	0.30361263347703027	0.3345593757322648
AQR	Other CNS embryonal tumor	-0.19774201265084507	0.638785460390959	0.8566447143640776
CALR	Medulloblastoma	-0.19774131689151875	0.04317608793133258	0.12973453892607023
DHX34	Medulloblastoma	0.19772174430545864	0.04319718648692931	0.12973453892607023
KIF1C	Medulloblastoma	0.19771136032295053	0.04320838353777212	0.12973453892607023
LSM2	Mesenchymal tumor	-0.19770767334163206	0.44687563364374816	0.8204573783650746
MCAT	Other CNS embryonal tumor	0.19766081278410083	0.6389260411120778	0.8566447143640776
ISY1	Craniopharyngioma	-0.1976372212318267	0.30410304871144694	0.33469811312082315
PPP1CC	Non-neoplastic tumor	-0.1976166097334588	0.33320339440598545	0.9100653110462995
U2AF2	Non-neoplastic tumor	0.19760705178097804	0.3332272502337854	0.9100653110462995
RRBP1	Craniopharyngioma	0.19755979536908522	0.3042963678456817	0.33469811312082315
BUD31	Meningioma	0.1975559204656713	0.4472316093746833	0.8454727249167853
DZIP3	Diffuse midline glioma	0.1975481765294867	0.30432538474024756	0.9244511197957657
MRPS23	Low-grade glioma	-0.19748969857166976	0.005061700841840642	0.012162426921588749
ERI3	Medulloblastoma	-0.19748895811710568	0.04344878064492937	0.13006582386874735
ZC3H10	Non-neoplastic tumor	0.19746166663117795	0.3335902462468626	0.9100653110462995
RBM41	Choroid plexus tumor	0.1974604593885304	0.4040148915254145	0.47863929055592797
MRPL44	Medulloblastoma	-0.19740662806922893	0.043538054026890975	0.13006582386874735
RPL12	Meningioma	0.1974061444031578	0.44758308956824555	0.8454727249167853
AEN	Schwannoma	0.1973927757414612	0.5180162614232044	0.5700086854518687
RPS27A	Meningioma	0.19737740443750498	0.44765054986175157	0.8454727249167853
RPL5	Low-grade glioma	-0.19737247450385717	0.005088403959670463	0.012201889899250182
ACTB	Meningioma	-0.19730907820158208	0.4478109503736356	0.8454727249167853
YWHAH	Mesenchymal tumor	0.19730036513110716	0.44783140700564716	0.8204573783650746
RPS11	Atypical teratoid rhabdoid tumor	-0.19729654375746952	0.355443574254369	0.5408726837824773
NOVA2	Craniopharyngioma	-0.1972610180456721	0.3050430850398839	0.33521218136250985
CDK13	Other high-grade glioma	0.19725121943886684	0.09208017585177644	0.31824201127719226
YTHDF2	Diffuse midline glioma	-0.19724839668329539	0.305074654115263	0.9244511197957657
WDR33	Choroid plexus tumor	-0.197206368179507	0.40463225291290916	0.47889511679077446
HNRNPAB	Mixed neuronal-glial tumor	-0.19718714429132958	0.12137324048775014	0.19880472010196756
RPS19	Mixed neuronal-glial tumor	-0.19718323493963813	0.12138077131853797	0.19880472010196756
HSPD1	Low-grade glioma	-0.19717460567477915	0.005133764381620902	0.012285843389080666
PAPOLA	Ependymoma	-0.19706497160405867	0.10458977501252853	0.16017158860643932
MYBBP1A	Craniopharyngioma	-0.1970611109092207	0.3055433413096341	0.33545472055952513
CELF4	Mixed neuronal-glial tumor	0.19705504721222347	0.12162790490423622	0.1989366006241891
MATR3	Low-grade glioma	-0.1970408663419799	0.005164628506385951	0.012334837096740691
NUCKS1	Ependymoma	-0.19703196483908397	0.10464906681253341	0.16017158860643932
RPS17	Diffuse midline glioma	-0.19697727829321132	0.3057532803053764	0.9244511197957657
MRPL11	Mixed neuronal-glial tumor	-0.19695218242793353	0.1218264956181892	0.19898883142013393
NOP2	Choroid plexus tumor	-0.1969253557417348	0.405315624345737	0.479228483493027
IFIT2	Craniopharyngioma	-0.19691546483761896	0.30590813527762256	0.3355482288237176
TDRD3	Other high-grade glioma	0.19690156015179405	0.09266984312602954	0.31852234869727686
SF3A3	Other high-grade glioma	0.19688358081581378	0.0927002436140975	0.31852234869727686
REPIN1	Germ cell tumor	-0.1968382333139439	0.6403506957013284	0.9965170093839139
NOP58	Germ cell tumor	0.19678085811863363	0.640450101704946	0.9965170093839139
RPL7L1	Atypical teratoid rhabdoid tumor	-0.19676495611751596	0.3567674126990801	0.5421955711465001
NBPF10	Rare CNS tumor	0.19673875668151403	0.4491509597662058	0.5441145096324261
ADD1	Germ cell tumor	-0.19672098245217662	0.6405538449063681	0.9965170093839139
WDR3	Mixed neuronal-glial tumor	-0.19667823112536229	0.1223565917495335	0.1995816537553866
MRPS31	Other CNS embryonal tumor	0.19664557690972012	0.6406845030848225	0.8580468762114863
CCDC124	Low-grade glioma	0.1966382510023127	0.0052585503729877395	0.01253393432276395
PHAX	Diffuse midline glioma	-0.19661336522216066	0.30666566012178637	0.9244511197957657
ZC3H7A	Other high-grade glioma	0.19659102341690646	0.09319601863595749	0.31873513358786815
R3HDM2	Choroid plexus tumor	-0.19656536227129986	0.406191983459809	0.4797891448193585
CLK2	Diffuse midline glioma	0.19655588012147668	0.3068099385419754	0.9244511197957657
HNRNPK	Diffuse midline glioma	-0.1965558309435717	0.306810061988813	0.9244511197957657
U2AF2	Rare CNS tumor	-0.19654563041828227	0.4496051844817941	0.5441145096324261
PFN1	Other high-grade glioma	-0.19652894491492884	0.09330148580490896	0.31873513358786815
HNRNPK	Non-neoplastic tumor	-0.19652261164772467	0.33594061543306164	0.9100653110462995
FLNB	Atypical teratoid rhabdoid tumor	0.19649060957272194	0.35745175963041564	0.5425444646807708
PRPF8	Mesenchymal tumor	0.19648572588984134	0.44974612476503895	0.8204573783650746
PWP2	Non-neoplastic tumor	0.19642884638970293	0.3361758476812525	0.9100653110462995
PSPC1	Low-grade glioma	0.1964237888696235	0.005309202487531553	0.012629305316031972
HNRNPU	Rare CNS tumor	-0.19641799988667263	0.44990549402883884	0.5441145096324261
RPS4X	Diffuse midline glioma	-0.19638011726471852	0.30725133823642164	0.9244511197957657
CKAP4	Mixed neuronal-glial tumor	-0.1963579508972465	0.12297856100493486	0.2003225127420085
SRRT	Diffuse midline glioma	0.19630556865462795	0.307438674594496	0.9244511197957657
CORO1A	Atypical teratoid rhabdoid tumor	-0.1962748478147055	0.3579905084951718	0.5426717619247012
POP1	Ependymoma	-0.19626858743686573	0.10602765315978763	0.1620708412585325
ADK	Non-neoplastic tumor	-0.19625426705604446	0.3366140852686419	0.9100653110462995
UBE2N	Medulloblastoma	-0.19622035701375729	0.04484140684655514	0.13340163154591034
TRIM28	Mixed neuronal-glial tumor	-0.19619099436352413	0.12330373608421985	0.2005785570634312
EXOSC4	Medulloblastoma	-0.1961859950162947	0.044879638268818065	0.13340163154591034
RPS12	Meningioma	0.19617061038818293	0.45048788155051156	0.8491873924660824
HNRNPH3	Mixed neuronal-glial tumor	-0.19604360841693327	0.12359133792727646	0.2007728673267593
SRSF12	Mesenchymal tumor	-0.19601817448422348	0.4508469261351653	0.8204573783650746
RBM12B	Other CNS embryonal tumor	0.1958611257982467	0.6420442303223167	0.858515380952179
PPP1R9B	Mixed neuronal-glial tumor	0.19585561145395658	0.12395892685924025	0.2010964112363218
DDX10	Germ cell tumor	0.19580240745086414	0.6421460446961467	0.9965170093839139
RC3H1	Other high-grade glioma	0.19579684021096733	0.0945523667308264	0.3216485184950133
ELAVL4	Choroid plexus tumor	0.19579330074166676	0.4080749520504624	0.4815365161188938
CLK2	Medulloblastoma	0.1957640540511401	0.04535130537269375	0.13421110391407148
HSP90B1	Medulloblastoma	-0.19574002418983671	0.04537829061512872	0.13421110391407148
SEC23IP	Diffuse midline glioma	0.19571519549132227	0.30892476622601756	0.9244511197957657
C11orf68	Other high-grade glioma	-0.19571178112989648	0.09469854859244047	0.3216485184950133
