gene_symbol	clusters	pearson_r	pearson_pvalue	pearson_fdr
RPS11	6	-0.4775884765341295	2.5363011555139726e-5	2.86632587290306e-4
RBPMS2	10	0.4774180243704904	0.0012067252890223873	0.026659690181550146
BTF3	6	-0.4773978278363777	2.5579388523822137e-5	2.86632587290306e-4
PTBP1	4	-0.4773080395351783	1.5042076990796622e-6	3.459677707883223e-5
TSNAX	5	-0.47714881120656194	7.68941638557339e-5	4.570930851424182e-4
DNAJC21	7	0.4769911031169841	3.926237350586127e-6	9.542293215278067e-5
CLK4	8	0.4769568755521562	9.244385320945681e-4	0.010281138814883514
FTSJ3	7	0.4768735657140461	3.95084362381625e-6	9.542293215278067e-5
STAU2	5	-0.47679611433094	7.79735817374903e-5	4.576759066549164e-4
DHX32	6	-0.47677070302311864	2.6303316257427224e-5	2.9201552030236333e-4
RTF1	5	-0.4767570950180508	7.809385319767469e-5	4.576759066549164e-4
RBM45	5	-0.47673606140416136	7.81587572112474e-5	4.576759066549164e-4
MEX3C	6	-0.47652893709493654	2.6587454282971736e-5	2.924619971126891e-4
SAMD4A	7	0.47651745219910446	4.026284057079353e-6	9.542293215278067e-5
AKAP8L	10	0.476480266969946	0.0012377720994854087	0.026848402085201683
NUDT16L1	5	-0.47619884656903905	7.983340143951137e-5	4.651678885856678e-4
RBM28	6	0.47615973451468063	2.7026875365712918e-5	2.945929414862708e-4
STRAP	5	-0.4759718983166756	8.055074489188878e-5	4.6580776911385333e-4
TRMT1	7	0.475939579681277	4.151593107396168e-6	9.646348690714626e-5
TGS1	5	-0.4759139884373137	8.073473653290237e-5	4.6580776911385333e-4
NASP	2	0.4756677291730141	2.1138111471223717e-4	0.002675244409783834
PKN2	8	0.4755962965164654	9.606979789918314e-4	0.010564865034098602
CNOT1	5	-0.4755900556224553	8.177109937413582e-5	4.6948577543101395e-4
HEATR6	2	0.4755774451019106	2.1205075063605595e-4	0.002675244409783834
CAST	10	-0.47557312921413164	0.001268478612326327	0.02702312472330907
NOP56	2	0.4753632381278519	2.1364727177653197e-4	0.002675244409783834
PNN	8	0.47533862851174885	9.677061249720567e-4	0.010564865034098602
EFTUD2	2	0.4753134988014561	2.140195527827067e-4	0.002675244409783834
NCOA5	5	-0.47519868787964237	8.3039554192918e-5	4.7445415186924507e-4
TOP3B	7	0.4750904058924101	4.34240450301649e-6	9.895671800143349e-5
RPS10	6	-0.4750690080700933	2.8364804297145833e-5	3.0639099416466533e-4
UPF3B	10	0.4743612668013065	0.0013105553543578227	0.02742969364471724
API5	5	-0.4743168644667792	8.596433360733069e-5	4.887923703180108e-4
HNRNPM	2	0.4742864975993696	2.2183976935347146e-4	0.0027444095177749047
HLA-A	6	-0.4742533799627846	2.9405239555228902e-5	3.147935913099951e-4
NKRF	5	-0.4741153657750659	8.664583509550035e-5	4.90298788016365e-4
PRPF3	6	0.47402958445221105	2.969685773227728e-5	3.151020568230129e-4
ADK	10	-0.47356388955826756	0.0013389125963904176	0.027540047025754626
IMP3	6	-0.47347091093660443	3.0436611277254266e-5	3.201183940476129e-4
SBDS	5	-0.4733952337320024	8.91223175405839e-5	5.018993672022357e-4
SSBP1	5	-0.47315588190390323	8.995975632916024e-5	5.042030152353409e-4
HMGN5	6	-0.4729130344733337	3.1192365669476445e-5	3.2521431684958487e-4
EIF5A2	5	-0.4726990566128973	9.157823205075712e-5	5.091643902306309e-4
SLTM	2	0.4726810475909087	2.345880123785464e-4	0.002872506274023017
ZNF138	5	-0.472662149324337	9.171015355046198e-5	5.091643902306309e-4
MYEF2	7	0.4724730298911755	4.983737577349338e-6	1.1142884960677295e-4
POLR2I	8	-0.4724574361977973	0.0010492365202473288	0.011350831446312012
CHD2	9	0.4724496641127358	1.1021232969041958e-5	0.004393798210324727
HSPA9	5	-0.47167761920973783	9.52945118265637e-5	5.265804714547675e-4
FASTK	8	0.47160768158098665	0.0010744250906908259	0.011465922453148984
CCDC86	6	-0.4714555475887519	3.3249888827604765e-5	3.4111814626475184e-4
WDR46	8	0.47145041053092607	0.001079145642649316	0.011465922453148984
RBM47	6	-0.4714302026594498	3.3286758226001644e-5	3.4111814626475184e-4
CPSF7	5	-0.47092970736904877	9.81031223419362e-5	5.382876222250776e-4
CEBPZ	5	-0.4708707278741133	9.832781544468282e-5	5.382876222250776e-4
SNRPA	6	-0.47074791023961504	3.429367886784027e-5	3.484586522249193e-4
CCDC9	10	0.4704751535531277	0.0014539690814858494	0.029357918501934317
TRNAU1AP	2	0.47039830192023635	2.5386597988950047e-4	0.0030695371197863143
PES1	2	0.4701786856973218	2.5579475998219284e-4	0.0030695371197863143
SRP68	5	-0.4700986558642618	1.0131317548439267e-4	5.520629978941212e-4
FBLL1	10	-0.4698956040558737	0.0014765088936429666	0.029357918501934317
SUPT16H	5	-0.469670266091053	1.0300538137841138e-4	5.586973911630885e-4
FASTK	2	0.4690779667582316	2.656645024295367e-4	0.0031564099298558817
RPS12	6	-0.46893866515269883	3.710234224764303e-5	3.7382948197415124e-4
PCBP2	5	-0.4688909169300092	1.0615078435516193e-4	5.731168494771817e-4
CRNKL1	5	-0.46838955096195023	1.0822071505246517e-4	5.816245735924727e-4
RSRC2	8	0.4683622165421952	0.0011756645238968871	0.012380891888825626
RPUSD4	2	0.46821699562787156	2.736248994041419e-4	0.0032191164635781404
SNRPD2	6	-0.4680457548358018	3.856584414149625e-5	3.8533705938045e-4
PRMT5	5	-0.4679899826832425	1.098968789310143e-4	5.879483022809264e-4
RBM5	10	0.4678881803737428	0.0015569960235560848	0.030450758296760805
PEF1	6	-0.46776666231441044	3.903416028056471e-5	3.8662753444531787e-4
FYTTD1	5	-0.46774667760444	1.1092919018925071e-4	5.907857776142447e-4
POLR2J	6	-0.4675861194708096	3.933991593188389e-5	3.8662753444531787e-4
TFB1M	2	0.4670620186300088	2.8464476170881134e-4	0.0033162496509764427
TRNAU1AP	10	0.467018235380874	0.0015930673386753333	0.030569755229417916
MRPL40	5	-0.4667682857170571	1.1517105115002936e-4	6.106140865026332e-4
POLR2K	7	-0.46674813718947844	6.709720579961033e-6	1.4661516929022288e-4
EIF1	6	-0.4667103395366871	4.085487238400664e-5	3.982519673855607e-4
CLP1	5	-0.4666191121758983	1.1583074673616081e-4	6.113577977957906e-4
PRMT7	10	0.466513600217977	0.0016143290691142738	0.030569755229417916
SLC25A11	5	-0.4665006128018721	1.163572648418111e-4	6.11395092494695e-4
HARS2	7	0.46647433188392795	6.8049234691664625e-6	1.4661516929022288e-4
RPS14	6	-0.4663913924402244	4.141991647739522e-5	4.0050386980965217e-4
TUBB	5	-0.4662474929305761	1.1748930811079552e-4	6.120295650438467e-4
DHX33	5	-0.46624110754347414	1.17517996346567e-4	6.120295650438467e-4
TFB2M	5	-0.4655854210901723	1.2049837896927589e-4	6.247867491050121e-4
TOP3B	10	0.46557622454931297	0.0016544914278198068	0.030840754271703588
ADARB1	4	-0.4655647072070454	2.9205898607070287e-6	6.588176743479509e-5
CHD2	6	0.46542372215123573	4.317891014734544e-5	4.119017853196797e-4
RBM42	6	-0.46536612667736627	4.328575892433665e-5	4.119017853196797e-4
THUMPD1	5	-0.4651488972771298	1.225209253777155e-4	6.320055099517977e-4
CPSF1	7	0.46504006809556664	7.324691291176459e-6	1.549956996436447e-4
PRPF38B	8	0.46496277163790917	0.0012907387299179156	0.013360405652086571
ADK	5	-0.4649366906293138	1.2351537080220658e-4	6.320055099517977e-4
POP1	2	0.46491769120382354	3.0618155025479256e-4	0.0035328640414014527
URB1	5	-0.4648556268275358	1.2389720697799714e-4	6.320055099517977e-4
NAP1L4	5	-0.4648256960144998	1.24038464569979e-4	6.320055099517977e-4
AKAP8	8	0.4647276655884868	0.0012990558389281346	0.013360405652086571
SART3	8	0.46463466774957474	0.0013023588702874304	0.013360405652086571
FLNB	5	-0.4645085882967619	1.2554416213398782e-4	6.361685509776144e-4
MRPL2	5	-0.46442653185346017	1.2593651009157534e-4	6.361685509776144e-4
SF1	4	-0.4644224746482783	3.111239922732214e-6	6.885819678046956e-5
PPIL1	7	-0.46438288749405865	7.575096390789299e-6	1.5748226707167228e-4
YTHDF3	5	-0.46406785423847047	1.2766476672991688e-4	6.42142865132958e-4
EIF3G	6	-0.46385172129500024	4.618478493775169e-5	4.360280089792462e-4
CCT6A	5	-0.4635091536328262	1.3040026768766774e-4	6.531111279505742e-4
SERBP1	6	-0.46337204281482985	4.713992565554027e-5	4.4156852235150616e-4
GPATCH4	2	0.4631339026499802	3.25215388308262e-4	0.003716747294951566
ZCCHC24	4	-0.4631030986879712	3.346051701415014e-6	7.268367862518169e-5
BRIX1	5	-0.46295115497446115	1.331859827667883e-4	6.642368716801264e-4
HSPA1L	6	-0.46246338406189774	4.89996459743152e-5	4.537814882323157e-4
MECP2	2	0.4624522751157464	3.3276835118527785e-4	0.0037671888813427677
RPL23A	6	-0.4623670904627555	4.920066177664808e-5	4.537814882323157e-4
DDX41	7	0.4622671547473085	8.436914873999361e-6	1.7237489871878005e-4
SMN1	5	-0.46219982700627216	1.3702323868973985e-4	6.781639538955994e-4
RPS15A	5	-0.4621330323937641	1.3736924640041863e-4	6.781639538955994e-4
TFAM	5	-0.4620679725219612	1.3770703906631118e-4	6.781639538955994e-4
TXN	10	-0.46193178670735924	0.0018191752158237201	0.03338886203811843
RRP8	2	0.4619148456956687	3.388355390151684e-4	0.003800024736618711
RPS8	6	-0.4614919595927223	5.1062883298902534e-5	4.6736180973575676e-4
NXF1	7	0.46143159384013227	8.801952781313143e-6	1.7678498382806907e-4
POLR2L	4	-0.461384255298059	3.6770740489141385e-6	7.842196107956881e-5
SNRNP70	6	0.46130053086161377	5.1478842635668744e-5	4.6759948727399114e-4
ZC3HAV1	8	-0.461151469512537	0.0014315823904257417	0.01455288970605554
GAR1	5	-0.46112748606343634	1.4267604979136735e-4	6.997071275184974e-4
EEF1A1	5	-0.46092583198640663	1.4376268305852936e-4	7.021106969290003e-4
SLTM	8	0.4608557863242228	0.001443059651524835	0.01455288970605554
MBNL1	10	-0.4607752618260863	0.0018743832923174076	0.033880897995979806
CDKN2A	6	-0.4607164760944373	5.276743160142838e-5	4.75700379624907e-4
ATXN2	4	-0.4604409392740141	3.8716201286169395e-6	8.109661447977983e-5
LGALS3	8	-0.4603764469609121	0.0014618395313533853	0.014618395313533853
EIF4A2	5	-0.46026820218227676	1.473593960025516e-4	7.167025169215009e-4
PSPC1	2	0.4602426991457297	3.5836159331199396e-4	0.0039817954812443775
MRPS12	6	-0.4599234344151345	5.456497674383327e-5	4.8823438146161267e-4
RNU4ATAC	5	-0.4599048996578953	1.493816101955292e-4	7.235479637865755e-4
FAM98A	5	-0.4597582033879451	1.5020534505289716e-4	7.245561111772949e-4
DDX23	8	0.4597205311362267	0.0014878892664836926	0.01475490189262995
QKI	10	-0.4593207301715345	0.001945916691675881	0.03464893452491532
MRPS31	5	-0.4592793065233824	1.5292357179401344e-4	7.341711090451597e-4
YTHDF1	4	-0.45910084253498734	4.164729047966562e-6	8.570573988183819e-5
NGDN	5	-0.4590950519843006	1.5398137416248946e-4	7.341711090451597e-4
LSM1	5	-0.45907968595729826	1.5406989289222975e-4	7.341711090451597e-4
PDIA3	5	-0.4586998612088468	1.5627283830020285e-4	7.416658495134628e-4
CPEB4	4	-0.45861285606963426	4.276561138922407e-6	8.648976234406868e-5
NSUN2	8	0.4585533019706706	0.001535267311467431	0.015054305867641034
FAM120A	5	-0.45854620224713416	1.5717222687081683e-4	7.42938598501813e-4
RPUSD3	8	0.45835658627790715	0.0015433826183631986	0.015054305867641034
HSPA1L	4	-0.4580387687665078	4.411745481625585e-6	8.771148220248833e-5
RALY	6	-0.45800845149594804	5.914201980339116e-5	5.252687536612296e-4
PPAN	7	0.4579509988839498	1.0487920246244964e-5	2.004042534422533e-4
DHX8	5	-0.4578013144942026	1.615998570770428e-4	7.608121271187176e-4
PUF60	5	-0.45764131053164037	1.6256572792514644e-4	7.623102062466031e-4
HMGB2	10	0.45762768926121355	0.002032209231517222	0.035653317841177146
LAS1L	7	0.4575369908021408	1.0707480764470043e-5	2.004042534422533e-4
PARP12	2	0.45739224879024565	3.940167301377398e-4	0.004337798863901722
RBM14	7	0.45735397547317735	1.0805905817683232e-5	2.004042534422533e-4
UBE2L3	7	-0.4573060098472957	1.0831841458322054e-5	2.004042534422533e-4
TRIM56	6	-0.4572078264629797	6.115896230057167e-5	5.391882043998929e-4
LUC7L2	7	0.4571318257523794	1.0926516503118456e-5	2.004042534422533e-4
DDX51	7	0.4570110109818544	1.0992638374469591e-5	2.004042534422533e-4
SLC25A11	8	-0.4569315990246556	0.0016033152962284514	0.015511749613917537
RPL27	6	-0.45692394297518896	6.1889285377020385e-05	5.416441837010761e-4
C11orf68	5	-0.45677277149013984	1.679017189369199e-4	7.842076317014076e-4
CSDE1	5	-0.4566537135643049	1.6864555593713762e-4	7.845684558814663e-4
BZW1	6	-0.4564184881513981	6.320964500056325e-5	5.489379746848292e-4
RPS3	6	-0.45625647452943113	6.363834735712364e-5	5.489379746848292e-4
FAM120C	5	-0.455978130415085	1.7292392108869895e-4	8.004791406861348e-4
GEMIN6	5	-0.45589988544690563	1.7342581212826202e-4	8.004791406861348e-4
DDX56	9	0.4558413066160954	2.4258585800496765e-5	0.006311920731134335
CPSF4	8	0.45570601678583833	0.0016565041675677672	0.015861049104750145
CLK3	8	0.4554891646354976	0.0016660765866334188	0.015861049104750145
DYNC1H1	5	-0.45538087129191795	1.767889088129124e-4	8.128146315343667e-4
EIF4H	6	-0.4548002968834492	6.761411375629131e-5	5.790665885270949e-4
C1orf35	2	0.4547459864554397	4.2996919402708177e-4	0.004690573025749983
HSPB1	10	-0.45456514024305916	0.0021969211713543635	0.037984448658344286
PAPOLB	6	0.4545256949463312	6.838913409229494e-5	5.815501544444088e-4
TFRC	8	0.4545220724611669	0.0017093665987789907	0.016144017877357135
SNRPC	5	-0.4544791715166378	1.8277421215131737e-4	8.35228574905231e-4
DDX47	5	-0.4544333542745158	1.8308323901915853e-4	8.35228574905231e-4
TNRC6B	2	0.45433679102949814	4.357868043319142e-4	0.004711208695480153
RBM17	7	0.4540365844661852	1.274379072902951e-5	2.2880896990757528e-4
RBM15	9	0.45401840021710066	2.638762847464187e-5	0.006311920731134335
SERPINH1	6	-0.45395238114092645	7.003378389101431e-5	5.89963635955068e-4
BAG4	5	-0.45394223271813555	1.8642595083757926e-4	8.431026647924367e-4
ABT1	5	-0.4539249083753674	1.8654487995355018e-4	8.431026647924367e-4
POLR2C	5	-0.45386477959164967	1.8695819499645367e-4	8.431026647924367e-4
RBM7	6	-0.453799888055087	7.04773554697089e-5	5.89963635955068e-4
TCERG1	7	0.4537124416978549	1.2949661909350236e-5	2.290350651131348e-4
RPS27A	6	-0.4536708662533282	7.085468188284386e-5	5.89963635955068e-4
RPL28	6	-0.453378839868875	7.171562940121898e-5	5.930140665659419e-4
CCDC137	2	0.4533069880715259	4.5074497412227844e-4	0.004740098178175948
ISG20L2	2	0.45320851265031464	4.5219946760666484e-4	0.004740098178175948
SF3B4	5	-0.4531256523231362	1.9210784774426556e-4	8.615994750861168e-4
TIAL1	5	-0.453066728082965	1.9252392688840164e-4	8.615994750861168e-4
PPIB	4	-0.45306512892703416	5.763510650006878e-6	1.1267663320763447e-4
LSM3	8	-0.4530176035651382	0.0017786955022804658	0.016666516911131923
ISY1	2	0.4529919969628276	4.5541240499529726e-4	0.004740098178175948
NSUN2	7	0.45280290232560316	1.3544087794421175e-5	2.3602564759395725e-4
GPX4	10	-0.45277440504310834	0.0022985926778299162	0.03917458663787272
DDX27	2	0.452766222158814	4.587847719269171e-4	0.004740098178175948
MRPL4	4	-0.4526308724180858	5.898422100856506e-6	1.1342375613614232e-4
NOL12	2	0.45260993653617665	4.611324313139965e-4	0.004740098178175948
RBM15	2	0.45254178562653835	4.621595723721549e-4	0.004740098178175948
UNK	2	0.4521029787040827	4.688229006561654e-4	0.004751174392577607
UBE2N	7	-0.45198180447321157	1.4102564402747476e-5	2.3643344332160472e-4
SFPQ	2	0.4519505316726124	4.711581272639461e-4	0.004751174392577607
CCAR1	7	0.4517852467326693	1.4239416097755764e-5	2.3643344332160472e-4
ALDH6A1	4	-0.4517582247825013	6.178563141434307e-6	1.1612723824503364e-4
NOL11	5	-0.45168942747471547	2.0248769834204912e-4	9.001836170107345e-4
EIF4H	5	-0.45165523734379076	2.027409395412923e-4	9.001836170107345e-4
RAVER1	6	-0.4516409142548508	7.704272026843936e-5	6.307686468578292e-4
DHX38	7	0.4516230079593319	1.4353309006813157e-5	2.3643344332160472e-4
SUCLG1	7	-0.45160560532859195	1.4365576303084844e-5	2.3643344332160472e-4
HNRNPUL1	4	-0.45158085498627193	6.23701279576907e-6	1.1612723824503364e-4
ANP32B	6	-0.4515492480643498	7.733360391000909e-5	6.307686468578292e-4
FLYWCH2	5	-0.4514903606150175	2.0396623370477093e-4	9.001836170107345e-4
RDX	5	-0.4514318905594353	2.0440238474465715e-4	9.001836170107345e-4
CCT4	5	-0.451294292962746	2.0543215101592616e-4	9.001836170107345e-4
BYSL	5	-0.4512540258081268	2.057344035479079e-4	9.001836170107345e-4
SUMO2	5	-0.4510583400857079	2.072090622314159e-4	9.032780231347278e-4
ZNF638	10	0.45087056503076456	0.002411213633151988	0.04038700498435454
UBE2L3	5	-0.45068256571492404	2.1006801264636702e-4	9.123618113829297e-4
ZFP36L2	10	-0.450438504247888	0.0024374386914279354	0.04038700498435454
SSR1	6	-0.450433691987018	8.09559042117646e-5	6.558522239858497e-4
DDX41	2	0.4500685679612529	5.008678422070424e-4	0.004986856484446051
THOC1	2	0.44994716838542614	5.028413621816435e-4	0.004986856484446051
GTPBP1	8	0.4497545181895938	0.001937692042284265	0.018014480705611527
S100A4	10	-0.449712292317082	0.0024820843481725063	0.040563378457120554
RRP12	7	0.4491996905900801	1.6159276270089825e-5	2.6218874508088995e-4
MRPL13	7	-0.4489299246421915	1.637296804724545e-5	2.6218874508088995e-4
PRPF40B	10	0.4488639190398863	0.0025351508563371365	0.040870742859597346
THRAP3	5	-0.4488415951316391	2.2460341280574857e-4	9.719052090895812e-4
DDX42	8	0.4487881884037133	0.0019871315115839784	0.01833090309135608
CLK4	9	0.4487670416019032	3.3534593327388124e-5	0.006444014248309766
SNRNP25	4	-0.4486839235550527	7.268437258855052e-6	1.3308558228585426e-4
ILF3	2	0.4485150370600553	5.266602131202817e-4	0.005180264391347033
YWHAE	4	-0.4484077208470021	7.374733886257908e-6	1.3308558228585426e-4
SECISBP2	8	0.4482872734527023	0.0020131960907018354	0.01842848729180911
RPS27A	5	-0.4481399017649748	2.3038175012481804e-4	9.932575820399663e-4
C1orf131	5	-0.4479166817063932	2.322482514288728e-4	9.976503355174572e-4
NKAP	5	-0.44753756290225905	2.3545006182672576e-4	0.0010077262646183863
PPIA	6	-0.44748515503922454	9.12986182342323e-5	7.306084834401281e-4
UBE2L3	4	-0.4474586673281707	7.751220580816138e-6	1.377603294135959e-4
HK2	6	-0.4474572108998693	9.140222895414447e-5	7.306084834401281e-4
SECISBP2	2	0.4472498569476542	5.485472436418693e-4	0.005351680425774334
SNRPF	6	-0.44723346406051534	9.223575726945336e-5	7.323885626892356e-4
AQR	5	-0.44722229702529037	2.3814330323466157e-4	0.0010138748648456286
RPL30	5	-0.4471590911522188	2.3868663526703182e-4	0.0010138748648456286
CPSF2	5	-0.44706809286633487	2.394708686721196e-4	0.0010138748648456286
PUF60	4	-0.4469346863048722	7.96674803753453e-6	1.3947754400041795e-4
THOC2	5	-0.44668373567798253	2.428093701111872e-4	0.0010221334330202407
SNRPE	5	-0.44664383917863226	2.4315833580770382e-4	0.0010221334330202407
PRMT7	6	0.4466179814887477	9.456497724699975e-5	7.45943471836531e-4
PCBP1	4	-0.4464816139046106	8.157636539568949e-6	1.4071923030756437e-4
RRAGC	5	-0.4464455175846261	2.448998268212046e-4	0.0010257903778240491
CLK2	7	0.4464311568670394	1.848192094858066e-5	2.9201435098757445e-4
SART1	8	0.4464002465759349	0.00211412262568413	0.019094632765709538
PEBP1	10	-0.4463509543324984	0.0026982455589254564	0.042283350562955214
ACIN1	8	0.44632825499438356	0.002118060105103915	0.019094632765709538
DUSP14	6	-0.4461816787202557	9.624887919210421e-5	7.542640924923722e-4
FASTK	9	0.4461608107186156	3.771580245666251e-5	0.006444014248309766
CLK4	6	0.44601947777064815	9.688191811459722e-5	7.542949338922211e-4
EXOSC2	5	-0.44587888203694803	2.499385766059591e-4	0.001043183349876645
DDX46	7	0.44579207999594356	1.9060700145906936e-5	2.9719644306447e-4
CD2BP2	2	0.4457513944785827	5.755328563016147e-4	0.005569672802918852
LUC7L	6	0.4457198524815526	9.806141704839196e-5	7.549110932479022e-4
EIF4A1	6	-0.44567974831123086	9.82202923658655e-5	7.549110932479022e-4
PRPF8	5	-0.4456166205510566	2.523026478922806e-4	0.0010493293871703686
RPS23	5	-0.4454964493086618	2.533927076419576e-4	0.0010501521721640284
GIGYF2	7	0.4454909939778367	1.9339211141941353e-5	2.9762292471688964e-4
DDX18	5	-0.4452151584578306	2.559611204987671e-4	0.0010570745222001714
CSRP1	10	-0.4452075266648568	0.002775461205793658	0.042283350562955214
ATXN2	10	0.4451311276032352	0.0027806889765540775	0.042283350562955214
TUFM	6	-0.445127563974755	1.004321044878889e-4	7.657099594854451e-4
FAM120A	10	-0.44506224846321907	0.0027854095983400004	0.042283350562955214
RBM26	5	-0.44505086963046864	2.574721973474279e-4	0.0010595971198528763
HNRNPAB	6	-0.4450115618910099	1.00902563468474e-4	7.657099594854451e-4
NUMA1	2	0.4448942628579903	5.915033289865391e-4	0.005591063678259112
TACO1	5	-0.44485184839397957	2.5931365306766966e-4	0.0010614566752945383
RPL22L1	5	-0.4448072750975209	2.597277166396152e-4	0.0010614566752945383
PRPF39	7	0.44466327259304766	2.01246026682025e-5	3.057391559207687e-4
SNRPD2	5	-0.444639540493225	2.6129130902716245e-4	0.0010618904555610667
PRPF4B	5	-0.44460244567276985	2.616382600787675e-4	0.0010618904555610667
MRPS5	2	0.44458345542756994	5.973927367724494e-4	0.005591063678259112
LAS1L	2	0.444556274435202	5.979102953184965e-4	0.005591063678259112
NOC2L	2	0.44445233565008413	5.998931560066695e-4	0.005591063678259112
SRRM2	2	0.4443923956164295	6.010393454128545e-4	0.005591063678259112
EEF2	5	-0.444329671474681	2.6420250178264945e-4	0.0010686128680349773
C11orf68	10	-0.444203391636064	0.0028448655144494026	0.042283350562955214
PUS7	8	0.44419277245763034	0.0022378455378158574	0.020022828496247147
TOP1	5	-0.44399620168429527	2.6736851448599805e-4	0.0010777148683219853
RPS28	6	-0.4439961759655562	1.0510825290542297e-4	7.869173585781445e-4
SCG3	10	-0.44397141864935935	0.002861114333104081	0.042283350562955214
CHCHD1	6	-0.44394373533531106	1.0532979131081225e-4	7.869173585781445e-4
ZCRB1	6	-0.44386431345913757	1.0566613405427963e-4	7.869173585781445e-4
DUSP14	5	-0.4438595673420051	2.6867572544061525e-4	0.001079287811752915
STIP1	10	0.44383265790532006	0.002870872921709449	0.042283350562955214
HADHB	7	-0.4438321074615107	2.0943183151293257e-5	3.1414774726939884e-4
NHP2	4	-0.4436499265287194	9.45154680137927e-6	1.594601893816413e-4
RPS7	6	-0.44363421183131735	1.0664619161304677e-4	7.87974613522106e-4
HERC5	6	-0.4435230890413493	1.0712248707598273e-4	7.87974613522106e-4
MEPCE	4	-0.4435186922452088	9.51595333053273e-6	1.594601893816413e-4
MRPS5	7	0.44339553011000815	2.1385513684144252e-5	3.1677292144638674e-4
GANAB	6	-0.44312667687308294	1.0883762701755564e-4	7.93005413743067e-4
RPL11	6	-0.4430598641437288	1.0912918537748629e-4	7.93005413743067e-4
XRCC6	5	-0.44288240538271456	2.7819602386356345e-4	0.0011137303404333816
TUT1	2	0.4427046928342375	6.341361068444724e-4	0.005853564063179745
HMGN5	4	-0.44258556134117777	9.985935185912391e-6	1.636526822163734e-4
U2AF2	4	-0.44247087837246113	1.0045177425045936e-5	1.636526822163734e-4
TCEA1	5	-0.44242029451923165	2.8280475133366927e-4	0.0011283430248126398
METAP2	7	0.44230371353527576	2.2530228109257838e-5	3.2595502997187986e-4
TRMT2A	7	0.44228016389878133	2.2555537938982405e-5	3.2595502997187986e-4
PABPC5	5	-0.442177408726901	2.852549639855614e-4	0.0011331259233256677
EIF1B	5	-0.44209705433493107	2.8606983133293935e-4	0.0011331259233256677
EEF1G	6	-0.4420878012457805	1.1345340357539591e-4	8.194616318487933e-4
CWC27	5	-0.4420162215033647	2.868916951155896e-4	0.0011331259233256677
RPS5	6	-0.44161891526446256	1.1559525076873951e-4	8.299323692917285e-4
NAA15	5	-0.4414244918902129	2.929740631910672e-4	0.0011507799417058145
C1QBP	6	-0.4413992827978579	1.1661129041596623e-4	8.322436738615685e-4
ZC3H11A	5	-0.44139147438947723	2.933168925333427e-4	0.0011507799417058145
UBE2I	2	0.4413532673876012	6.618162759009888e-4	0.006062439168558675
LGALS1	8	-0.4412830829986682	0.002410677801946228	0.021408258091910534
RPS4X	6	-0.44118976566368695	1.1758820458659619e-4	8.342500431912948e-4
DCAF13	5	-0.441076190691191	2.9660906525520394e-4	0.0011579072802961976
RPS20	5	-0.4409688249163371	2.9773785026612683e-4	0.0011579072802961976
FDPS	5	-0.44093589127332294	2.980848818434561e-4	0.0011579072802961976
SART3	10	0.4408264156935855	0.003089595315632131	0.0449498440432821
MYEF2	2	0.4407439360147917	6.746500483350745e-4	0.006133182257591587
YWHAZ	5	-0.4406460634248167	3.0115484825438935e-4	0.0011659843960375536
RPS24	6	-0.4404938558822956	1.2088743776775143e-4	8.526119875501998e-4
TRUB2	5	-0.44045222086803826	3.0322418220883526e-4	0.001170147090032128
PPWD1	8	0.440399574226186	0.00246543818759012	0.021732381060979578
LSM2	7	-0.4403631721346063	2.4707246750732042e-5	3.5274804095924663e-4
PPWD1	2	0.4401515533435396	6.873419126468853e-4	0.00618708845451878
MYO18A	2	0.43998764513399485	6.908915440879304e-4	0.00618708845451878
CNN3	8	-0.43990628882666444	0.0024964872950055663	0.021844263831298706
EIF3H	5	-0.4397768292626623	3.105360329530328e-4	0.0011944474208683649
PPAN-P2RY11	4	-0.4394935158517536	1.1703771430876455e-5	1.8806197107422033e-4
PPP2R1A	5	-0.43933752995815223	3.1537793154265756e-4	0.0012081723044237128
SAFB	7	0.4393324288536305	2.594197909950272e-5	3.659672051536991e-4
YTHDC2	5	-0.4392674002211452	3.1615723854078463e-4	0.0012081723044237128
PRMT7	8	0.43924257872873834	0.0025388075887889353	0.022052416282181263
UBA1	4	-0.4391513009866369	1.1910069395801474e-5	1.8879069461182605e-4
EIF4G3	5	-0.43886387226997625	3.206756382885261e-4	0.0012214732241605025
ALKBH5	4	-0.4387810334620676	1.2137118506388065e-5	1.8979732478800754e-4
RCC2	6	-0.43876832895597334	1.2943955968690868e-4	9.075908307871551e-4
UBAP2L	5	-0.43858428302419433	3.238407400997266e-4	0.0012295501648302524
SRP14	6	-0.43830701841406317	1.3181854341879517e-4	9.188978695298571e-4
UPF1	4	-0.4382413399945327	1.2475342789473105e-5	1.8979732478800754e-4
CKAP4	4	-0.4380946344089471	1.2568799563514641e-5	1.8979732478800754e-4
GTPBP4	2	0.43807895911486944	7.33462500741582e-4	0.0065196666732585075
EIF5A	4	-0.43801345756815524	1.2620793975673136e-5	1.8979732478800754e-4
SNTB2	7	0.4380062639348774	2.761540044484697e-5	3.8499117090757244e-4
CAST	6	-0.4380045852396831	1.3339998852007553e-4	9.217505364914841e-4
TBCA	6	-0.4379351936773739	1.3376529887365992e-4	9.217505364914841e-4
SNRNP200	5	-0.43786437169261677	3.3212215902268805e-4	0.0012547998792066975
