gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant
RPL7	19527.250992643665	0.27978060506701136	0.0656303024929851	4.262979057530868	2.0171943035166555e-5	4.298710619218252e-5	P-Adj < 0.05
RPS3	21689.911562594265	0.4755108843289775	0.0793363645177564	5.993605671489429	2.0523869371871514e-9	6.782754690811013e-9	P-Adj < 0.05
SPTBN1	101494.14133891261	-0.47912866600474735	0.08731586290604146	-5.487303796336828	4.081149153425055e-8	1.1361036832507585e-7	P-Adj < 0.05
RPS8	24992.00627467895	0.4371197933932452	0.07525398999381046	5.808592918849854	6.3000062022992904e-9	1.9543990701770287e-8	P-Adj < 0.05
HSPA8	41057.5368982851	-0.1356875583853299	0.045979274112250224	-2.9510591675299795	0.0031668624616188945	0.00518273779240788	P-Adj < 0.05
RPL6	19745.384643041965	0.4541520517328576	0.06289420315942071	7.2208888724084535	5.164884839032099e-13	2.4839679614955927e-12	P-Adj < 0.05
RPSA	17912.987023996608	0.5044605383196714	0.0696365571037643	7.244191259599221	4.350271683366641e-13	2.125271067447102e-12	P-Adj < 0.05
RPL19	23165.698659371294	0.356657345304438	0.05781730199585312	6.168695753565582	6.885556960137097e-10	2.4109202274021113e-9	P-Adj < 0.05
RPS24	17815.47624446079	0.47193624787469207	0.06903839886523025	6.835851578712856	8.151930991308016e-12	3.56034865910131e-11	P-Adj < 0.05
RPL18A	18333.99458869061	0.48859163733473293	0.08255419774362374	5.918434806332672	3.2501978817458725e-9	1.0407369382999737e-8	P-Adj < 0.05
RPL37A	20164.40579261342	0.4678669872935819	0.07096867510848537	6.592584497010589	4.322350279129623e-11	1.757376626646123e-10	P-Adj < 0.05
SRRM2	49951.08198524575	0.3069265112240158	0.06249077542010395	4.9115490912163375	9.035965749949264e-7	2.147779551334094e-6	P-Adj < 0.05
RPS23	15852.859344630846	0.2312797986458535	0.06009889666506226	3.8483202101829117	1.1893053354297921e-4	2.291304076058288e-4	P-Adj < 0.05
RPS27	13776.171474056848	0.36467961907152036	0.08539852782142615	4.270326765282055	1.951867809973112e-5	4.166681542533275e-5	P-Adj < 0.05
RPL5	17435.609493918517	0.2556207686039704	0.06696889313416193	3.817007518578414	1.350800553757106e-4	2.5885108285950126e-4	P-Adj < 0.05
RPL23A	16303.976370696766	0.19904606033620303	0.06098656443010543	3.2637690316909516	0.0010994075048056872	0.0018978598825975272	P-Adj < 0.05
RPL21	12310.39471692941	0.3268185588961639	0.06906491571279331	4.732048906788505	2.222648414455632e-6	5.068622583518748e-6	P-Adj < 0.05
RPL27A	19621.499378010543	0.3647643795957178	0.08032078116786995	4.54134502045445	5.589646851901853e-6	1.2493315567722768e-5	P-Adj < 0.05
RPL32	16729.083940760112	0.4699826594586682	0.06606845885942753	7.1135707956899745	1.130784389179409e-12	5.274149075568866e-12	P-Adj < 0.05
DYNC1H1	67632.37930577109	-0.15956969048195646	0.04402330531086894	-3.6246640127350958	2.8933735572930785e-4	5.337626443006336e-4	P-Adj < 0.05
RPS20	17842.726894813175	0.33801676906374145	0.061857103836841856	5.464477773730168	4.642715448740981e-8	1.2866359405031058e-7	P-Adj < 0.05
DDX5	25759.874442223598	0.14843725063193125	0.04384139025399864	3.385778821610082	7.09765648164578e-4	0.0012550362534068933	P-Adj < 0.05
RPS14	15949.70991029947	0.5012486213008724	0.08387887282393088	5.975862626969694	2.288758102541331e-9	7.424947545252192e-9	P-Adj < 0.05
RPL26	13960.305360846864	0.3766847219576686	0.07628804532595931	4.9376638285617505	7.906397999054261e-7	1.9012272231188843e-6	P-Adj < 0.05
RPL8	25218.849907941993	0.33016726656534934	0.08052804443720428	4.100028367419422	4.130994987384999e-5	8.495690190362495e-5	P-Adj < 0.05
RPL17	13865.501869703136	0.4930744058537194	0.07758749635202312	6.355075611881918	2.083241240230901e-10	7.6633517051351e-10	P-Adj < 0.05
HNRNPA2B1	19518.612494097477	0.2676460071736885	0.044193004771461	6.0562980172493095	1.3928984371242347e-9	4.678321924689006e-9	P-Adj < 0.05
RPS27A	15698.741366885533	0.3562529835219076	0.07355486159041859	4.8433642021605525	1.2765898061017874e-6	2.9940512340451784e-6	P-Adj < 0.05
RPS12	13665.54792560497	0.49507366923366847	0.08292053296127898	5.970459324771233	2.3658656319163905e-9	7.635012848691015e-9	P-Adj < 0.05
RPL30	11103.837637921091	0.26966459620098576	0.06760605095942601	3.988764206370016	6.641840026995723e-5	1.3326808885335574e-4	P-Adj < 0.05
RPS7	13109.386256959264	0.6984205540229237	0.08033994219473141	8.693316611182789	3.520096494902229e-18	2.6209875106621413e-17	P-Adj < 0.05
CANX	35502.725062660946	-0.4738040541843554	0.059530036470642214	-7.9590754898666365	1.7332947081307426e-15	1.025048927870621e-14	P-Adj < 0.05
RPS17	14111.117187253276	0.45486922326312185	0.07872674661827049	5.777823202433189	7.56732625772724e-9	2.315152290730413e-8	P-Adj < 0.05
RPL29	13796.451694031242	0.2688310003186546	0.07524600609446519	3.572694608949202	3.53326725966021e-4	6.450691776868567e-4	P-Adj < 0.05
EIF1	17408.225845253433	-0.24473772021412296	0.05006092313759603	-4.888797586521603	1.0145374460769367e-6	2.397644901244921e-6	P-Adj < 0.05
RPL11	15390.181765324476	0.3167953154632411	0.07176341960447616	4.414440075588056	1.0127176246353784e-5	2.2193599007966803e-5	P-Adj < 0.05
RPS10	15694.811838462085	0.40471553087460144	0.07340958134598187	5.513115910131176	3.525358889118652e-8	9.90305360670603e-8	P-Adj < 0.05
RPL23	14287.51373133041	0.33533444989165617	0.06285241866898517	5.335267233830869	9.540394344798826e-8	2.569047366050403e-7	P-Adj < 0.05
RPS15A	12267.37608207927	0.5401107927058952	0.08673115547671668	6.227413779249027	4.741975463262965e-10	1.6988642529255147e-9	P-Adj < 0.05
RPL10A	13784.774182631325	0.3846539212502071	0.07223872255269563	5.324760843737449	1.0108594803440757e-7	2.716135473272343e-7	P-Adj < 0.05
RPL31	12709.966321575084	0.5064248315833825	0.07173458944186789	7.05970209802034	1.6685993468796203e-12	7.638477010160038e-12	P-Adj < 0.05
HSP90B1	21909.163669608442	-0.17073218667371282	0.0650694554293391	-2.623845328767444	0.008694325789777966	0.01333273781161981	P-Adj < 0.05
RPL12	16603.43532468662	0.36576417693059377	0.0764912967395704	4.7817750845028755	1.737540241283079e-6	4.01566714322887e-6	P-Adj < 0.05
RPS19	18480.551039735386	0.5209022771448303	0.0773202502475978	6.736945049670397	1.617513159110547e-11	6.84673378308437e-11	P-Adj < 0.05
HLA-A	40941.50516102075	-0.7567571005903425	0.1157898092668513	-6.535610563502237	6.33505615709782e-11	2.517726498447879e-10	P-Adj < 0.05
MYH9	41665.864838966445	0.3371647500122671	0.11688781919453366	2.884515703480888	0.003920162068206186	0.006309010828519331	P-Adj < 0.05
HNRNPU	27134.783866597325	0.2600454826304639	0.03559901573612573	7.304850351987986	2.775754982342289e-13	1.4003400645612526e-12	P-Adj < 0.05
HSPA5	20415.900951481435	-0.4045926339974769	0.07960055282040683	-5.082786735292036	3.71937229341186e-7	9.420377366100532e-7	P-Adj < 0.05
YWHAE	26137.671325234514	-0.6009552298878683	0.04981264408716343	-12.064310997751928	1.630209924343512e-33	4.029878932977161e-32	P-Adj < 0.05
CALR	30360.121019028964	-0.26692856608254983	0.06340548110091099	-4.209865794689391	2.555224258162272e-5	5.398730227501826e-5	P-Adj < 0.05
DDX17	30780.222788259325	0.42150301942755314	0.045239179220247595	9.317211909956624	1.1943751103203522e-20	1.0620486592488887e-19	P-Adj < 0.05
RPS9	14879.64995975059	0.30188457734787033	0.06657645640508547	4.534404407333562	5.7766256417398e-6	1.2887922911896017e-5	P-Adj < 0.05
NPM1	11241.557344136016	0.36645516896308106	0.06327826428750938	5.791169734019022	6.989789411412721e-9	2.1437666780412217e-8	P-Adj < 0.05
RPS5	11477.691561974469	0.5402700316603082	0.0778662313071269	6.938438172631306	3.964584301738615e-12	1.7884037215142072e-11	P-Adj < 0.05
HNRNPC	15918.856933841524	0.20895410557082286	0.03780348595841206	5.527376649886073	3.250546150185394e-8	9.214851012910889e-8	P-Adj < 0.05
RPL24	11094.435816085565	0.35807155966575965	0.06833091979193806	5.240256691349357	1.6035338542327115e-7	4.2349740252812637e-7	P-Adj < 0.05
RPS25	11518.453650311107	0.3487640516162634	0.06853010371258772	5.089209452811638	3.5955930045078096e-7	9.126909796524954e-7	P-Adj < 0.05
CSDE1	21011.420904356248	-0.15724233316808395	0.04081081315372306	-3.852957611400574	1.1669959931780016e-4	2.2572880243630828e-4	P-Adj < 0.05
RPS16	11895.762618715682	0.30110268324611483	0.08695895764028529	3.46258386044204	5.350151605502982e-4	9.597659483892143e-4	P-Adj < 0.05
YBX1	19692.490840727893	0.18329479877040844	0.06433430235072304	2.8490990353973804	0.004384323060595462	0.007046844347068908	P-Adj < 0.05
NCL	19232.0920881985	0.13750692837467385	0.05188483844029305	2.6502333342120976	0.00804361973594484	0.012427392492034776	P-Adj < 0.05
RPL14	11272.694849392514	0.3457069755212264	0.05411366350715965	6.388533932386351	1.674836633260104e-10	6.235235176835809e-10	P-Adj < 0.05
RPL27	10219.119210735586	0.5020740677570308	0.08402775940075953	5.975097650318789	2.2995240045649786e-9	7.4403446849275225e-9	P-Adj < 0.05
HNRNPK	19377.665870035842	-0.1639650990175148	0.029837789493120596	-5.495216026486098	3.902324200205174e-8	1.0912381700121256e-7	P-Adj < 0.05
CLTC	28686.760645577175	-0.27693422839482246	0.05720660375607804	-4.8409486005433235	1.2922079565485597e-6	3.024941352829583e-6	P-Adj < 0.05
QKI	38847.94309303336	-0.891206476181826	0.1207916165544256	-7.378049086546262	1.6062575267470377e-13	8.203860756443549e-13	P-Adj < 0.05
NUCKS1	21658.882876753934	-0.32007718608336105	0.06226208592813705	-5.140804091478631	2.735651795499013e-7	7.04430337340996e-7	P-Adj < 0.05
MAP4	43339.11567632921	-0.6307947722982368	0.0845090568271545	-7.464226864919281	8.379012860751225e-14	4.3698143020626643e-13	P-Adj < 0.05
RPS15	14052.832803761166	0.26237677617120947	0.06542574078423893	4.010298898051087	6.0641931524623386e-5	1.2227312783757668e-4	P-Adj < 0.05
HUWE1	37525.51080446159	-0.22915057250645765	0.03670579303851814	-6.242899377381461	4.295332441152794e-10	1.5523482155745186e-9	P-Adj < 0.05
RPL22	9764.929379728626	0.29062977376938054	0.05280380690247601	5.503954938441241	3.713645060075266e-8	1.04083113248368e-7	P-Adj < 0.05
HMGB1	10341.831275940018	0.12594322815748935	0.04903572801281093	2.568397233229326	0.010217000136236762	0.015513774162639604	P-Adj < 0.05
MATR3	16724.44019880798	0.14167102011657604	0.05792522988427927	2.4457567177480484	0.014454850081339418	0.02139664035992278	P-Adj < 0.05
RPS13	7971.139285682715	0.46505840098869894	0.08086375283071605	5.751135517569582	8.864602029719371e-9	2.6854529678267505e-08	P-Adj < 0.05
EIF4A2	12326.819086349971	0.17808856780901916	0.05892801380435909	3.022137627110137	0.002509964023792349	0.004153032842580112	P-Adj < 0.05
RPL35	11145.885074870288	0.42756646299638995	0.07374986113612135	5.7975222788179	6.730184235352668e-9	2.0692805260935067e-8	P-Adj < 0.05
NONO	13779.175946139145	0.34816890666004957	0.04085157108435614	8.522778865495793	1.5577002021063525e-17	1.0816390167435121e-16	P-Adj < 0.05
RPL35A	8778.481714703365	0.39762238625234375	0.07930619314094114	5.013762109923728	5.33759722350601e-7	1.3300947919865783e-6	P-Adj < 0.05
SFPQ	14462.434221139416	0.40927629899177204	0.04403824016606891	9.29365700010683	1.4907625326488872e-20	1.3161303502528747e-19	P-Adj < 0.05
HMGN2	10397.00890029325	0.4744188922510232	0.06095226123621079	7.783450238416722	7.0572918912724204e-15	3.946974107517064e-14	P-Adj < 0.05
HSPA1A	22580.66289332004	0.7697740215231401	0.1366704618828007	5.63233643113935	1.777844357692916e-8	5.194835995528237e-8	P-Adj < 0.05
HNRNPH1	10398.547489830215	0.7209603197044583	0.04655876621308286	15.484953282586574	4.383808990137408e-54	9.258108263927185e-52	P-Adj < 0.05
RPS28	9085.05654624983	0.20843135596881024	0.06990736536396298	2.9815364215721956	0.0028680592907277093	0.004720268020425365	P-Adj < 0.05
DDX3X	14974.942681078477	-0.10940663317158411	0.044629392219999	-2.4514479747397857	0.014228275293488838	0.021086508708335974	P-Adj < 0.05
SF3B1	12827.146329844114	0.20676292922163536	0.038977429133364126	5.304683603276677	1.1286859054085337e-7	3.013079436468569e-7	P-Adj < 0.05
ILF3	15514.159503228944	0.35385328641394803	0.045529648060284866	7.771931071055462	7.729851237696591e-15	4.265221486514727e-14	P-Adj < 0.05
EIF3L	9532.652759553053	0.22404260314061566	0.056931510252582605	3.935300541767243	8.309264870677093e-5	1.643240220825102e-4	P-Adj < 0.05
RPS26	6063.854466739066	0.22953367649972858	0.0853587935826191	2.6890454617023387	0.007165665969157201	0.011154613523776198	P-Adj < 0.05
HNRNPA3	11095.017312650496	0.12162312863417801	0.04484383671993681	2.7121481463272397	0.006684870888188489	0.010485406621574838	P-Adj < 0.05
SNRNP200	19020.74875527305	0.17085160526520587	0.04154712225371847	4.112236804798548	3.9184406842305446e-5	8.153523039914063e-5	P-Adj < 0.05
RPL36	11562.484678791026	0.28857068471129843	0.07719838187507107	3.738040587149713	1.8546001214654265e-4	0.00034996729009637663	P-Adj < 0.05
ADAR	20783.683506813704	-0.2268812560579263	0.045855022679405194	-4.947795089845745	7.505886262923592e-7	1.8190736119555999e-6	P-Adj < 0.05
HSPG2	30809.23579242121	0.8574923991270965	0.17014024439676848	5.039915172141266	4.657382339108743e-7	1.1700253193370745e-6	P-Adj < 0.05
BTF3	7560.635053895973	0.11628971574369554	0.04933045288718934	2.357361608044245	0.01840531428443583	0.02687220768840407	P-Adj < 0.05
NUMA1	24870.888608075373	0.3372547709795757	0.06105400207990911	5.523876559937342	3.3160047870741954e-8	9.378905988154934e-8	P-Adj < 0.05
RTN4	19859.896746893508	-0.15269387346981741	0.07014756231588995	-2.176752383528357	0.029499047545311578	0.04195721837284823	P-Adj < 0.05
PEG10	12633.395586025295	0.5935661780635603	0.15913192124793746	3.7300258389939698	1.914601348153664e-4	3.596424416896548e-4	P-Adj < 0.05
PDIA3	12470.178705246903	-0.32074086768411364	0.06463221951801248	-4.962553817213808	6.95722803165238e-7	1.6894172587666684e-6	P-Adj < 0.05
UBA1	16702.5309843258	-0.2854380961905698	0.041764048901264825	-6.834540800040231	8.226812046954022e-12	3.580401299308159e-11	P-Adj < 0.05
GANAB	14857.797962867955	-0.34951854322386755	0.05267602505486931	-6.635249012426355	3.239551657788725e-11	1.339159146831727e-10	P-Adj < 0.05
ARF1	13075.670781067305	-0.17083806364398205	0.04647267009443324	-3.676097441718676	2.3682909382537158e-4	4.4150944188259316e-4	P-Adj < 0.05
ZFP36L2	14490.586169438973	-0.7089269902232297	0.12084517337689431	-5.866407158953831	4.453394382716233e-9	1.4041825145503225e-8	P-Adj < 0.05
HSPA1B	17986.618167771427	0.9885801808244564	0.1407293201952482	7.0246923629908675	2.1453841551608387e-12	9.748877999186753e-12	P-Adj < 0.05
EIF3E	6008.06450753619	0.4149036747973643	0.07257161174777775	5.717162190628476	1.0831772080407753e-8	3.249531624122326e-8	P-Adj < 0.05
HSPD1	8555.963195186256	0.3988818182734519	0.059273980309362276	6.729458966507921	1.7029510143802603e-11	7.183779705713315e-11	P-Adj < 0.05
HNRNPDL	9337.0053147988	0.15142859113616433	0.041469186072294315	3.6515930375912107	2.606186489519812e-4	4.8439797008217856e-4	P-Adj < 0.05
EIF4H	14212.648561744596	-0.2955088499000302	0.03310079073313157	-8.927546543601043	4.355609000678449e-19	3.5417978452885285e-18	P-Adj < 0.05
JUN	21033.725321293095	-0.37096772617439183	0.12017639833166087	-3.0868600767232275	0.002022827895294926	0.0033695623700600113	P-Adj < 0.05
CAPRIN1	15173.91379137776	-0.29055361369408905	0.03718612718825425	-7.813494861219762	5.56236832070958e-15	3.153709745136258e-14	P-Adj < 0.05
PEBP1	17263.38345763762	-0.7324435651327157	0.0755156199989869	-9.699232624224525	3.037746824645635e-22	3.077586127263939e-21	P-Adj < 0.05
CIRBP	13156.032205874635	0.19508029913411454	0.05290336319066521	3.687483883227606	2.264824332603476e-4	4.228584403471142e-4	P-Adj < 0.05
CTNNA1	19342.238317766238	-0.7859257296368971	0.07520054017935941	-10.45106494929957	1.4488904139250556e-25	1.9898095017904095e-24	P-Adj < 0.05
ACTN4	18292.720070765805	-0.4260508320313285	0.08197622177678565	-5.197248943619639	2.0225942411636588e-7	5.285256833146474e-7	P-Adj < 0.05
EIF4G1	20222.75597701994	-0.11968646409606938	0.04693559106561186	-2.550015060612705	0.01077182656380165	0.016296178253193194	P-Adj < 0.05
FASN	24491.623687613817	-0.23737045200645618	0.07475627769960308	-3.175257775143565	0.0014970344863058501	0.002527779542450862	P-Adj < 0.05
ADD1	18826.659741493946	-0.3905356368571437	0.046580629182744325	-8.384078182477978	5.1124806290775705e-17	3.415689760832366e-16	P-Adj < 0.05
KPNB1	13205.288314781525	-0.13471484280542081	0.026790517045225056	-5.0284525146718435	4.94453921000161e-7	1.2346364572852504e-6	P-Adj < 0.05
RPS21	7511.640440341448	0.6623717427179878	0.09365113368953107	7.072757334832264	1.5188496265589646e-12	7.004843800100299e-12	P-Adj < 0.05
YWHAG	13082.074096979064	0.3911224613165769	0.07845714863562495	4.98517302907667	6.190638684230575e-7	1.5181804392279745e-6	P-Adj < 0.05
LARP1	17274.650255487024	-0.1237495193885933	0.04193831379944662	-2.950750952467388	0.003170024086618412	0.00518273779240788	P-Adj < 0.05
FAU	8507.83759855136	0.15648062073382388	0.06272338835814648	2.4947730795461767	0.012603770319060648	0.018791628605981856	P-Adj < 0.05
POLR2A	17275.086665075894	-0.34904769398737157	0.0530757526431074	-6.576405921823515	4.819556972504579e-11	1.946723012423418e-10	P-Adj < 0.05
RBM39	7546.874573755838	0.5697502714678148	0.04095553499453975	13.911435207567784	5.398519188901829e-44	2.780237382284442e-42	P-Adj < 0.05
ZFP36L1	15608.198158515728	-0.6858823979670037	0.12282118837304652	-5.584397993966346	2.345111109371823e-8	6.772330213045733e-8	P-Adj < 0.05
CNN3	17485.349280480867	-0.6367535815284263	0.09671100226546908	-6.584086263324569	4.5769134633440895e-11	1.8547754231781296e-10	P-Adj < 0.05
PPIB	10516.497046422	-0.2651365894885919	0.06395402206001159	-4.1457375306247295	3.3872165585227194e-5	7.120067459751839e-5	P-Adj < 0.05
TRIM28	11350.276124075728	0.31395496943248613	0.05376963225003799	5.838890025740586	5.254974098521197e-9	1.6443412622208098e-8	P-Adj < 0.05
SRSF3	5947.319903385054	0.33011475823878317	0.04268459811282113	7.733814369441771	1.0437119039631571e-14	5.708088111940098e-14	P-Adj < 0.05
PPP2R1A	13115.169723349234	-0.1873083110961852	0.047574366297399445	-3.937168809044631	8.244860859148222e-5	1.6331166701774363e-4	P-Adj < 0.05
HSPA9	10596.922120902389	-0.2170747141182302	0.04363955095942933	-4.974265530826371	6.549548331196665e-7	1.599850145723138e-6	P-Adj < 0.05
CNBP	9976.840025326575	-0.19566163116285568	0.03631051586443213	-5.388566548968132	7.102186443925717e-8	1.9421023107726077e-7	P-Adj < 0.05
RBMX	7660.061127880869	0.566864118801561	0.05240846636840296	10.816269928923603	2.882721660764077e-27	4.568005093210768e-26	P-Adj < 0.05
RAN	6833.1986692354885	0.16179315123230012	0.04442975614550714	3.641549386461377	2.710021230956739e-4	5.01435066087205e-4	P-Adj < 0.05
EWSR1	9352.54335294615	0.3914643336569133	0.03695357931177483	10.59340775501489	3.197356885583667e-26	4.64933307127225e-25	P-Adj < 0.05
SEC61A1	13045.686577569875	-0.5592246076000223	0.056941270337856426	-9.821077125289063	9.136206523550024e-23	9.81943588096333e-22	P-Adj < 0.05
HDGF	8241.36619148945	0.24828381447434386	0.04930059291894585	5.036122281177074	4.750571469078214e-7	1.191015483931171e-6	P-Adj < 0.05
DDX6	14537.540387565969	-0.37365160254587604	0.051631336217034224	-7.236915213180185	4.590048928588131e-13	2.2248237159744824e-12	P-Adj < 0.05
BCLAF1	8116.492084799271	0.2152654328138344	0.055019944247518514	3.912498199660448	9.13462194181442e-5	1.7949749952436602e-4	P-Adj < 0.05
PCBP1	9953.351045282245	-0.21702396195042822	0.06046575584109661	-3.589204483290757	3.316885962787555e-4	6.082597997040679e-4	P-Adj < 0.05
HNRNPL	9338.149363249575	0.07352832676929454	0.028976009966841222	2.5375587202460546	0.011162863954053118	0.01682597542342641	P-Adj < 0.05
PARP1	9497.040377901221	0.11451187785419249	0.050731568757629304	2.257211449566529	0.02399486532389679	0.034525789918901546	P-Adj < 0.05
XPO1	8553.310805905741	0.5402911129659405	0.05874813002098716	9.19673720291909	3.689834694559779e-20	3.167108112830477e-19	P-Adj < 0.05
EIF5	9358.300545567698	-0.16282566134476648	0.050965031517867285	-3.1948505964856153	0.0013990324415033687	0.0023785475896811055	P-Adj < 0.05
RPL36A	4850.8429254901075	0.5352563958297469	0.07866939001875103	6.80387118423274	1.018446124408686e-11	4.41684003427767e-11	P-Adj < 0.05
EIF3H	4911.246058287126	0.13009127940405063	0.04987750387082433	2.608215514171852	0.009101563107222956	0.013922688119464819	P-Adj < 0.05
EZR	9853.628291693432	0.4530974047433315	0.11623036108529325	3.89827064557457	9.688210138404271e-5	1.894719577700582e-4	P-Adj < 0.05
CHD3	12837.947367778337	0.5712150004173472	0.08985270322548199	6.357237789317307	2.0541388870329288e-10	7.578852729470746e-10	P-Adj < 0.05
MAZ	9141.316684105326	0.40371266812703066	0.05871503096753186	6.875797584953587	6.164397800244017e-12	2.7308945093554136e-11	P-Adj < 0.05
FSCN1	14940.619161619334	0.2770845842338027	0.10556475904679573	2.624782993261739	0.008670420765487477	0.013323146597804111	P-Adj < 0.05
EIF5A	8671.067967230292	-0.23790955986312048	0.054596628851265726	-4.35758699518322	1.3150423458843248e-5	2.8515655079175885e-5	P-Adj < 0.05
PDIA6	8063.107837220941	-0.2912385190426004	0.06371375193716897	-4.571046441116888	4.852947067755976e-6	1.0905895592266157e-5	P-Adj < 0.05
GDI2	7636.343036752272	-0.21023550383033726	0.051458136654762225	-4.085563867981234	4.396990308717237e-5	9.012736354186576e-5	P-Adj < 0.05
SUMO2	5751.493109413671	0.3270881873821629	0.05087069262197167	6.429796224966073	1.277751220205904e-10	4.844480086424839e-10	P-Adj < 0.05
KTN1	9525.717001692045	-0.3225023732126889	0.06202229156669396	-5.199781644086705	1.9952278205833705e-7	5.224791496273403e-7	P-Adj < 0.05
TRA2B	4605.0793955026365	0.4385026661658419	0.04161908638359344	10.536095437662057	5.889355954208231e-26	8.271868135683379e-25	P-Adj < 0.05
LUC7L3	6105.648099380983	1.3173624147635552	0.08261499697842181	15.945802371785316	3.0470130326785357e-57	1.2553693694635567e-54	P-Adj < 0.05
IPO5	8030.91082884872	-0.17244351552860865	0.04866899370976101	-3.543190487088775	3.9531704692108725e-4	7.143448391731927e-4	P-Adj < 0.05
ZNF207	6654.957976457452	0.5429659093710882	0.04110264288331435	13.209999924153434	7.682450705792701e-40	2.7664713627495076e-38	P-Adj < 0.05
RBM3	5740.76331870496	0.20586029349043208	0.05300548271845533	3.883754716165543	1.0285567205737093e-4	1.9957552694334452e-4	P-Adj < 0.05
SRSF5	6707.691248502702	0.42115454758653026	0.05352512092405027	7.8683530334126575	3.593403586736693e-15	2.0657892247472338e-14	P-Adj < 0.05
TPR	10457.672047526941	0.10039896584169408	0.04238743267802138	2.3686021893407263	0.017855447031670794	0.026117553291295982	P-Adj < 0.05
SRP14	5416.977671901098	-0.32730744258412275	0.049369928087842754	-6.629692512449123	3.36386858576613e-11	1.3859138573356455e-10	P-Adj < 0.05
KHSRP	12416.258639094005	-0.22656331420743403	0.04502270993616872	-5.032200738885906	4.848811507932175e-7	1.213184417774123e-6	P-Adj < 0.05
SRSF2	5632.912300942105	0.3074972886939504	0.03838394973190088	8.01109033441625	1.1369589492961683e-15	6.7887983639133525e-15	P-Adj < 0.05
SRSF1	6837.278873129222	0.2737151741007075	0.041631268653681525	6.574749772284501	4.873505631736938e-11	1.962101941637412e-10	P-Adj < 0.05
RPN1	9032.061999788773	-0.3083092588021046	0.05151083717554409	-5.985328053423314	2.1595415370854266e-9	7.0427264903366414e-9	P-Adj < 0.05
KHDRBS1	6851.045075472312	0.26493571006693917	0.04423206524792123	5.989675331277693	2.1026035040011608e-9	6.893416262454733e-9	P-Adj < 0.05
HNRNPM	7241.7963219663225	0.09203248680425045	0.041403469703340454	2.222820634687658	0.026227897101109107	0.03743381156694094	P-Adj < 0.05
ATXN2L	8775.481257335556	0.11162068044978102	0.05219804612616046	2.1384072534055885	0.032483704293212054	0.04587904596045046	P-Adj < 0.05
ILF2	4570.33905244006	0.2507881340441555	0.045275711282700096	5.5391318421977385	3.039747444761099e-8	8.697055189177589e-8	P-Adj < 0.05
SLC25A5	5469.889954611122	-0.2741999643124385	0.061893003239951096	-4.430225549880024	9.413457993963785e-6	2.0739811195257108e-5	P-Adj < 0.05
CSRP1	12500.986277532593	-0.725041184006282	0.1368231291259198	-5.299112720474467	1.1636678069433103e-7	3.0931041061977026e-7	P-Adj < 0.05
ZC3H11A	5892.858154677839	0.3726117409610287	0.038124823882442045	9.773467862041215	1.463548828437306e-22	1.5461079931183847e-21	P-Adj < 0.05
HNRNPR	6596.048247108704	0.2062919061682498	0.03792632146271352	5.439280642364998	5.349613030530477e-8	1.475920023601712e-7	P-Adj < 0.05
SERPINH1	6318.686907201612	0.7700102168873056	0.1474795993410676	5.221130382287974	1.7783427644047783e-7	4.67666309958363e-7	P-Adj < 0.05
SND1	9030.949753767787	0.1525006320021147	0.046632731754473064	3.270248734409317	0.0010745295525230825	0.0018575084292566852	P-Adj < 0.05
CHD2	9912.679355291153	0.3244498366683631	0.042334068633342915	7.664036251238601	1.8017900166611088e-14	9.724945242764762e-14	P-Adj < 0.05
SMG1	10281.358637362966	0.3854534497560257	0.040610921629688275	9.491374100563213	2.280085547457036e-21	2.1349891944370428e-20	P-Adj < 0.05
UBAP2L	8202.095966676454	-0.15592865658958321	0.03509162233450764	-4.443472436332745	8.851850121939221e-6	1.9607323926015907e-5	P-Adj < 0.05
HMGB2	2738.2643125125533	1.253918651123874	0.08918556896617384	14.059658593415021	6.720966376298808e-45	4.3721654953185935e-43	P-Adj < 0.05
CS	6543.607387529353	-0.0992035523129341	0.03548385496636048	-2.7957377350060013	0.005178140203505299	0.008247656303521325	P-Adj < 0.05
TCP1	5184.089634381427	0.3182040761876542	0.051074505835275875	6.230193929118324	4.658581338593012e-10	1.6738391088665591e-9	P-Adj < 0.05
TOP2A	3754.99521372437	2.103894446330023	0.2068892328355673	10.169182888324446	2.7218233608953874e-24	3.432830279659897e-23	P-Adj < 0.05
ANKRD17	12605.975104421374	-0.1748132923298887	0.03533736953429265	-4.946980905306027	7.537336694827063e-7	1.8231209696294032e-6	P-Adj < 0.05
DDX24	8956.260710960049	-0.22870899332773095	0.051541045207223225	-4.437414732436945	9.104576917089782e-6	2.0131050213815688e-5	P-Adj < 0.05
KCTD12	14490.435676568803	-0.6137257184289266	0.11200855054796204	-5.47927560375071	4.270706936197099e-8	1.1862008478965427e-7	P-Adj < 0.05
SRSF11	4371.869370812387	0.5433114507660572	0.043237423764581284	12.565768342819736	3.2569551214602544e-36	9.584753643154463e-35	P-Adj < 0.05
ACTN1	13097.435574035655	-0.4728484827759471	0.12287684643855859	-3.8481495617840653	1.1901339030572098e-4	2.291304076058288e-4	P-Adj < 0.05
LRPPRC	7009.34248359844	0.384726093850051	0.0595826881156704	6.457011357110407	1.067908863539302e-10	4.124797985420554e-10	P-Adj < 0.05
