Filename	Geneset	LogFC	adj.P.Val
cluster_10_pathway_stranded.tsv	KEGG_SPLICEOSOME	0.3695743339354922	3.396268404942968e-13
cluster_11_pathway_stranded.tsv	KEGG_SPLICEOSOME	0.3858939198372794	1.403307993882814e-7
cluster_4_pathway_stranded.tsv	KEGG_SPLICEOSOME	-0.15979317963716141	0.007098348055096506
cluster_6_pathway_stranded.tsv	KEGG_SPLICEOSOME	0.4077552535383135	4.887097634739628e-13
cluster_8_pathway_stranded.tsv	KEGG_SPLICEOSOME	-0.42018854310952275	2.571326509688156e-16
cluster_9_pathway_stranded.tsv	KEGG_SPLICEOSOME	-0.30432464174532853	9.321537067885638e-4
