Kids_First_Biospecimen_ID	Astrocytes	Endothelial	Microglia	Neurons	Oligodendrocytes	OPCs
BS_GR46VD0Q	-0.02409108807650213	0.0203545766427662	-0.0074436971640003124	-0.0037629167477971097	-0.008764688303498728	-0.017797268888905288
BS_9BJARSX3	-0.01734143693470377	-0.01180058792823262	0.013749510187796014	-0.016096251355644978	-0.0087411959515108	-0.02165444061454429
BS_HX0S30NE	-0.020236912375768384	-0.012859646399877281	0.09133463087855535	-0.01730612381235075	-0.007670493260484136	-0.013751901318885453
BS_014EVM2D	0.05670538928644701	-0.007147088553711984	0.16452491488678103	-0.020637229379169255	0.016325983950340035	0.007628916238829288
BS_1JDG6JV5	-0.006442012375599745	-0.008590643363957885	0.0393268525235599	-0.022544295527472526	-0.0072344975138843	-0.008433974411935238
BS_3EVSN5QD	-0.002375900585762938	-0.013860819132236246	0.006534601931806893	-0.015370943858868344	-0.00784743507830708	-0.019572074933387158
BS_29CPJ040	-0.005198331663989984	-0.013067856557434105	0.05199702468468645	-0.015110650836029827	-0.008152259083385781	-0.021321000897394776
BS_E3EJHXQV	-0.020809271778964772	-0.011484314595135096	0.08194902841466298	-5.863128927143526e-4	-0.008656267057375872	-0.02065390591703128
BS_2EMW8ZG3	0.006846322795479575	-0.012758166333148725	0.013277973842803282	-0.01713803813207029	-0.008168517017897028	-0.013052706802434328
BS_DEHJF4C7	-0.01351659529497982	-0.011435755816147117	0.021114817198225347	-0.008686856898431468	-0.008767975569368397	-0.019288658916191723
BS_X59HSFGG	-0.011575411963533953	-0.012065847307504568	0.1709057253737913	-0.024202561917666576	-0.0075450306855507025	0.027913177170729355
BS_3W07B2TG	0.024191989494098575	-0.012883972933498853	0.009489095736358909	-0.017092266618285657	-0.008862544648593432	-0.01666549544737272
BS_HC5M8JTC	0.022474222802916943	-0.006479725750724578	0.08342001262963128	-0.020449852484023957	-0.008662820998162884	-0.019698461901297735
BS_YCREDZTJ	-0.012724421248471441	-0.013399660168636788	-0.011014861412912837	-0.024696723073373308	-0.008550903087213919	-0.021677432954771283
BS_T3H5AY8A	-0.014583473952139341	0.009026689480762882	0.051524971454183215	-0.022809943975433646	-0.008486969257815922	-0.01813753733630587
BS_PN2CE34A	0.041126327475555745	0.0019639678823269655	0.023353246161583036	-0.010496940462449976	-0.00799639436212752	-0.018685702037643633
BS_8Z3SCKB5	0.009040199550406205	-0.01378969615508891	0.040505322651316664	-0.011714425905857612	-0.007963225366176928	-0.020909235430899075
BS_4Z2F4P9N	-0.015727961204992414	0.03548009235076553	0.009403538361839653	-0.021878197894268186	-0.00826177510715595	-0.010920147988190701
BS_R634WKN7	5.897411987049642e-4	-0.011193075064662498	0.1358474873211683	-0.019151030271026267	-0.007879381485183246	-0.019933588822052425
BS_E1B3BKYA	-0.021513367439765885	-0.011952292363348438	0.046935259541848726	-0.02062362330121103	-0.008653160562221481	-0.021646215677528204
BS_T55Y4Z0Y	0.13826463068723427	-0.01193198416719108	0.041751544781158105	0.010301454936302464	0.003856271020657047	-0.01761122159482988
BS_7H4RFCW9	-0.022316544322876154	-0.013056587556253527	0.2547147340763424	-0.02259938659273866	-0.008160784344053594	-0.01095339824271568
BS_X91K8KMG	0.005450358767034831	-0.012800059924453672	0.0653488893340618	-0.022317106962629587	-0.006583059592308098	-0.011948745520371491
BS_W6AC5J3C	-0.015578053913807568	-0.012651955490391328	-0.024306616651946826	-0.026204310715870673	-0.008806256341060434	-0.011613855202687748
BS_W41S7B55	-0.019299191968062117	0.06521188220803116	-0.00860468744441753	-0.025541987195090588	-0.008382444630717918	-0.020829139179825557
BS_6NTXGQAC	0.011153880613996657	-0.0070726287452479815	0.010412123623046334	-0.02210946883066005	-0.0034147550761790056	-0.02087192148151697
BS_55JW3HFM	-0.014946434189373314	-0.0069374800898640565	0.1295386488596462	0.012688670049544779	-0.008352385537600248	-0.017287782547689402
BS_KVV7001W	-0.02194818586778319	-0.013011860455788352	0.0650578234377144	-0.011949476526867012	-0.008403998803047907	-9.406904471116169e-4
BS_FAQQ0GCQ	-0.023328953478294303	-0.013329865594726209	0.08303472576129493	-0.013705541925079808	-0.007385227325872973	0.00643970919913356
BS_F4E8R9VY	-0.019584621911292257	-0.011187144633397123	-0.0028362557859379386	-0.014648351631943314	-0.008825111099687389	-0.017130656803731915
